root_888,superclass,cell_type,malecns_cell_type,side,dimorphism,n_planes,neck_area_um2,neck_diameter_um,relative_caliber
720575941351919408,ascending_neuron,AN08B018,AN08B018,right,isomorphic,3,0.3732941661954367,0.6894148926582382,1.844958613942172
720575941352057904,descending_neuron,DNpe054,auto:DNpe008,right,isomorphic,3,0.07547669941077378,0.3099998683804339,0.6577073459314533
720575941352918576,descending_neuron,DNg70,DNg70,left,isomorphic,3,0.5892536520309717,0.8661761089094102,1.837711714770516
720575941352944432,ascending_neuron,AN17B007,auto:AN17B011,right,isomorphic,3,0.05013802250688536,0.2526612612779966,0.6761524524179618
720575941352987696,sensory_ascending,SApp17,auto:SApp09,left,isomorphic,3,0.3741936632175009,0.6902450067894976,1.945671905081172
720575941353080624,descending_neuron,DNge036,DNge036,right,isomorphic,3,0.5931664407245955,0.8690471615167734,1.843803047648442
720575941353112112,ascending_neuron,AN07B046,auto:AN07B046_b,left,isomorphic,3,0.04010307176107342,0.2259664064226156,0.6047137542728287
720575941353247536,ascending_neuron,AN10B046,auto:AN10B037,right,dimorphic,3,0.02151203690476271,0.1654991724297922,0.4428960369529049
720575941353771056,descending_neuron,DNge100,DNge100,left,isomorphic,3,0.06224093045162539,0.2815095272848158,0.5972611698586135
720575941353897264,ascending_neuron,AN05B097,AN05B097,right,isomorphic,3,0.1762185220811411,0.4736754066114214,1.267613350025969
720575941354281776,descending_neuron,DNc01,,right,isomorphic,12,0.09981441659804269,0.3426104004390721,0.7268950736609958
720575941390285462,descending_neuron,DNg05_b,DNg05_b,right,isomorphic,3,0.09665765993015119,0.3508109960144235,0.7442937647607692
720575941390308246,descending_neuron,DNge118,auto:DNge108,left,isomorphic,3,0.09272418191964275,0.3435987415188047,0.7289919751591223
720575941390604438,ascending_neuron,AN07B072,auto:AN06A060,right,isomorphic,3,0.093379756944444,0.3448112515847243,0.9227571025373567
720575941390619140,descending_neuron,DNg10,DNg10,right,isomorphic,3,0.03938830396825466,0.223943622843855,0.4751271882417438
720575941390623382,descending_neuron,DNp20,DNp20,right,isomorphic,3,9.486416058415172,3.475410776208313,7.373561832730808
720575941390722710,descending_neuron,DNge025,auto:DNge024,right,isomorphic,3,0.05858517559523804,0.2731171219515731,0.5794555279835205
720575941391682052,ascending_neuron,AN10B047,AN10B047,left,dimorphic,3,0.052447429277318,0.2584146686540492,0.6915492745797782
720575941391756548,descending_neuron,DNfl028,auto:DNge019,,isomorphic,3,0.127482076435788,0.4028836320365918,0.8547730220995654
720575941392278678,ascending_neuron,AN07B089,AN07B089,left,dimorphic,3,0.01880622809343638,0.1547411816417096,0.4141063371878569
720575941392665750,sensory_ascending,SAxx02,auto:LgAG1,left,isomorphic,3,0.09664658130341583,0.3507908909578056,0.9888140796115068
720575941392742148,ascending_neuron,AN08B079_b,AN08B079_b,left,dimorphic,3,0.03367439801587371,0.2070641813519704,0.5541290869873653
720575941392812548,descending_neuron,DNp26,DNp26,right,isomorphic,3,2.037192976132112,1.610538623401538,3.416979139544625
720575941393196950,descending_neuron,DNpe008,DNpe008,right,isomorphic,3,0.05748641219323012,0.270543847258381,0.5739959718951453
720575941393242628,descending_neuron,DNp30,DNp30,right,isomorphic,12,0.2110894803414138,0.5179908940731107,1.098988905825578
720575941393488790,ascending_neuron,AN07B046,auto:AN07B046_b,left,isomorphic,3,0.04974419588988221,0.2516669968987797,0.6734916792746676
720575941393722006,ascending_neuron,AN08B081,AN08B081,right,dimorphic,3,0.1138951578351952,0.3808094259726556,1.019092622164911
720575941393745046,ascending_neuron,AN04A001,AN04A001,right,dimorphic,3,0.1924878373018711,0.4950587099862908,1.324837686454049
720575941393748630,ascending_neuron,AN01A006,AN01A006,right,isomorphic,3,0.1055168607052655,0.3665354548829564,0.9808937288750373
720575941393864342,ascending_neuron,ANXXX041,ANXXX041,right,isomorphic,3,0.6307572744833577,0.89616131639431,2.398237342666551
720575941394119830,descending_neuron,DNp42,DNp42,right,isomorphic,3,0.4734950763805228,0.7764487462061344,1.647342777230912
720575941394131094,descending_neuron,DNg26,DNg26,left,isomorphic,3,0.2640995686858472,0.5798810348669121,1.230297349450015
720575941394278916,descending_neuron,DNbe004,DNbe004,left,isomorphic,3,0.5317588102719281,0.8228343366070362,1.745756185312108
720575941394289668,descending_neuron,DNpe055,DNpe055,left,isomorphic,3,0.4484514584613757,0.7556362423859656,1.603186188645033
720575941394658198,descending_neuron,DNge043,DNge043,right,isomorphic,3,0.5256496306172037,0.8180940632820012,1.735699043662704
720575941399010595,sensory_ascending,SApp19,auto:SApp10,right,isomorphic,3,0.2064250482411464,0.5126680548312829,1.445115605482447
720575941399042851,descending_neuron,DNge077,DNge077,left,isomorphic,3,0.088016212136245,0.3347621870368069,0.7102440097941787
720575941399099427,descending_neuron,DNfl033,auto:DNge056,right,isomorphic,3,0.3753919257168866,0.6913492927580275,1.466792585516365
720575941399380515,descending_neuron,DNg12_e,DNg12_e,right,isomorphic,3,0.1429312957680133,0.4265979113311177,0.9050861263501099
720575941399595555,ascending_neuron,AN06A062,AN06A062,left,isomorphic,3,0.06192568446766485,0.2807957091891237,0.7514436777380289
720575941400285475,descending_neuron,DNge125,DNge125,right,isomorphic,3,0.4890143211131795,0.7890705745262077,1.674121721520689
720575941400290851,descending_neuron,DNg49,DNg49,right,isomorphic,3,0.5584000561491265,0.843194540584439,1.788953157590067
720575941400319779,ascending_neuron,AN08B022,AN08B022,right,dimorphic,3,0.09811640964904418,0.3534482886542213,0.9458708706180902
720575941400480803,sensory_ascending,LgAG1,auto:LgAG1,left,dimorphic,3,0.02085189521728347,0.1629400428787207,0.4592975835007112
720575941400910115,sensory_ascending,SAch01,auto:LgAG1,right,isomorphic,3,0.04222485719696901,0.2318671127046181,0.6535901346103434
720575941401375011,ascending_neuron,AN10B051,auto:AN10B045,left,isomorphic,3,0.04193199973821722,0.2310616373535916,0.6183492157289664
720575941401753635,descending_neuron,DNg06,DNg06,left,isomorphic,3,0.1805837056268701,0.4795063243993188,1.017338599611895
720575941401766435,descending_neuron,DNbe007,DNbe007,left,isomorphic,3,0.2269017175908751,0.5374944089058343,1.140368294287844
720575941401783587,ascending_neuron,ANXXX196,ANXXX196,left,isomorphic,3,0.07587192078546509,0.3108104404280331,0.831766771326662
720575941401786403,descending_neuron,DNpe004,DNpe004,right,isomorphic,3,0.1437452671756011,0.4278108910914923,0.9076596296971677
720575941401813027,ascending_neuron,AN17B002,AN17B002,right,isomorphic,3,0.5393559487089291,0.8286913313075978,2.217679406518242
720575941401814307,descending_neuron,DNge050,DNge050,left,isomorphic,3,1.216773559053034,1.244686391174286,2.640773323979605
720575941401962787,descending_neuron,DNg104,DNg104,left,isomorphic,3,0.1535802520447651,0.4422040820636872,0.9381967634168167
720575941402226211,sensory_ascending,SAxx02,auto:LgAG1,right,dimorphic,3,0.09393260709776202,0.3458304640961253,0.9748315616837463
720575941402279971,ascending_neuron,AN08B089,AN08B089,right,dimorphic,3,0.08822069581650048,0.3351508295941103,0.8969046311798295
720575941402551331,descending_neuron,DNb03,DNb03,left,isomorphic,3,0.1757384060190728,0.4730296904764091,1.003597530203507
720575941402821923,descending_neuron,DNp05,DNp05,left,isomorphic,3,0.8678661066592531,1.05119049012722,2.23024516410922
720575941403220771,ascending_neuron,ANXXX046,auto:AN05B102d,right,dimorphic,3,0.3411234248412698,0.6590385680242075,1.763667852181328
720575941403931248,ascending_neuron,ANXXX092,ANXXX092,left,isomorphic,3,0.09829763290644547,0.3537745516149329,0.9467439902245642
720575941403959920,ascending_neuron,AN08B100,AN08B100,right,isomorphic,3,0.02494864761904839,0.1782290793788577,0.4769628256609398
720575941404711792,descending_neuron,DNpe016,DNpe016,left,isomorphic,3,0.2704014662754958,0.5867587577670509,1.244889384273562
720575941404748144,descending_neuron,DNge106,DNge106,left,isomorphic,3,0.192442725292405,0.4950006948872858,1.050212037087079
720575941404754544,ascending_neuron,ANXXX169,ANXXX169,left,dimorphic,3,0.1361305531517656,0.4163253577666148,1.114137601600728
720575941404813680,descending_neuron,DNg36_b,DNg36_b,left,isomorphic,3,0.04948404803443223,0.2510080612072318,0.5325481156056777
720575941404874352,descending_neuron,DNge173,DNge173,right,isomorphic,3,0.06646676606060442,0.2909091180403642,0.6172036940957102
720575941404900464,ascending_neuron,AN08B099_a,AN08B099_a,right,dimorphic,3,0.07640042786919347,0.3118910803433524,0.8346586959740261
720575941404923248,ascending_neuron,ANXXX043,auto:ANXXX027,right,isomorphic,3,0.213725672089177,0.5216550368098064,1.396012711529394
720575941404981360,descending_neuron,DNp17,DNp17,left,isomorphic,3,0.0912215928490235,0.3408033734415008,0.7230612174183842
720575941405005168,sensory_ascending,LgAG3,auto:LgAG1,,isomorphic,3,0.02760435194444457,0.1874752050337692,0.5284576284443571
720575941405473327,descending_neuron,DNge015,auto:DNg110,left,isomorphic,3,0.05886125778218835,0.2737598967364149,0.5808192630714695
720575941405745776,descending_neuron,DNg106,DNg106,left,isomorphic,3,0.1346612430029463,0.4140724812572582,0.8785117041944904
720575941405855918,ascending_neuron,AN12B055,AN12B055,left,isomorphic,3,0.05330677528344761,0.260523116619613,0.6971917393387229
720575941405864110,sensory_ascending,SApp09,SApp09,left,isomorphic,3,0.1671225735517861,0.461288488328123,1.300286192654931
720575941405864622,sensory_ascending,SApp17,auto:SApp06,left,dimorphic,3,0.4803988592145141,0.7820887576212686,2.204562304711617
720575941406194800,descending_neuron,DNg14,DNg14,left,isomorphic,3,0.4912108277826419,0.7908407239988046,1.677877337023386
720575941406270576,ascending_neuron,ANXXX433,auto:AN27X021,right,isomorphic,3,0.1476797608247149,0.4336262347218601,1.160436865378246
720575941407235502,ascending_neuron,AN08B098,AN08B098,left,dimorphic,3,0.08042532324451133,0.3200010967997139,0.8563620924044166
720575941407397294,sensory_ascending,SAch01,auto:LgAG1,left,dimorphic,3,0.03449593125624307,0.2095747690155339,0.5907521765119486
720575941407465902,sensory_ascending,SNxx27,SNxx27,right,isomorphic,3,0.06023273972222019,0.2769308688139898,0.7806164561874493
720575941407499055,ascending_neuron,AN12B089,auto:AN12B080,right,dimorphic,3,0.02901797380274141,0.192215586656596,0.514392430614107
720575941407841071,descending_neuron,DNp07,DNp07,left,isomorphic,3,0.7868706730193779,1.000936989765412,2.12362545320609
720575941408363950,ascending_neuron,AN17A076,AN17A076,right,isomorphic,3,0.1567365636915486,0.4467249612434716,1.195490660393522
720575941408617519,ascending_neuron,ANXXX987,auto:ANXXX074,left,female-specific,3,0.07783323235705225,0.3148020796175898,0.8424488862402609
720575941408634671,ascending_neuron,ANXXX318,auto:ANXXX071,right,dimorphic,3,0.03281182671957703,0.2043949982616094,0.5469860264193487
720575941408639535,descending_neuron,DNge148,DNge148,right,isomorphic,3,0.2896432961053076,0.6072769536782322,1.288421558163015
720575941408800047,ascending_neuron,AN01B011,AN01B011,right,isomorphic,3,0.08555088023809697,0.330040548730072,0.8832288942612117
720575941408820271,ascending_neuron,AN09B004,AN09B004,left,isomorphic,3,0.2742615020307585,0.590931967305903,1.581406254702543
720575941408856879,ascending_neuron,AN01B002,AN01B002,right,isomorphic,3,0.09164812607323276,0.3415992071380051,0.9141612785517592
720575941409225902,descending_neuron,DNg102,DNg102,right,isomorphic,3,0.3935179529759793,0.7078436404265063,1.501787612077449
720575941409519022,descending_neuron,DNp02,DNp02,left,isomorphic,3,4.896359290960835,2.496845664930606,5.297401395882698
720575941409588271,descending_neuron,DNpe026,DNpe026,right,isomorphic,3,0.2673187123032997,0.5834044528046074,1.237772765076853
720575941409701035,sensory_ascending,SApp10,SApp10,right,isomorphic,3,0.224195777891153,0.5342798238504588,1.506035150551374
720575941409888303,ascending_neuron,AN05B102,auto:AN05B102b,left,dimorphic,3,0.1283013929923261,0.4041762081103198,1.081624990473301
720575941410113451,ascending_neuron,AN19B015,AN19B015,left,isomorphic,3,0.1301401441249499,0.4070621302177589,1.089348071172582
720575941411184043,ascending_neuron,AN05B071,auto:AN05B054_a,right,isomorphic,3,0.0428345125920498,0.2335349980445202,0.6249682315940284
720575941411290539,ascending_neuron,AN04B003,AN04B003,left,isomorphic,3,0.1658040599528558,0.4594652171923526,1.229585144291432
720575941411344043,ascending_neuron,AN18B032,auto:AN18B053,right,dimorphic,3,0.4874271658822177,0.7877890217434015,2.108219821057847
720575941411405995,ascending_neuron,AN17A004,AN17A004,right,isomorphic,3,0.1544761601875905,0.4434920020357568,1.186838865948237
720575941411441323,descending_neuron,DNae009,DNae009,right,isomorphic,3,0.732242638877221,0.9655673379727108,2.048583873580164
720575941411472555,descending_neuron,DNb09,DNb09,right,isomorphic,3,0.9147254633318356,1.079196290065106,2.289663319491238
720575941411527057,ascending_neuron,AN07B082,auto:AN07B110,right,isomorphic,3,0.04640962310606034,0.2430855145723224,0.6505265824843398
720575941411590804,sensory_ascending,SApp06,auto:SApp06,left,isomorphic,3,0.0688792861020935,0.296141572357399,0.8347678456123548
720575941411719279,ascending_neuron,ANXXX169,ANXXX169,right,dimorphic,3,0.121714209285716,0.39366399939383,1.053493033607292
720575941411740817,ascending_neuron,AN17B008,AN17B008,left,isomorphic,3,0.137062371557493,0.417747808566585,1.11794425400157
720575941412047787,ascending_neuron,AN19B014,AN19B014,right,isomorphic,3,0.1350661204540286,0.4146944968480195,1.109773218220057
720575941412103535,ascending_neuron,AN12B089,AN12B089,left,dimorphic,3,0.03491756343370717,0.210851660106328,0.5642648435940028
720575941412619631,descending_neuron,DNpe027_ab,,right,isomorphic,3,0.3147788397034129,0.6330788786211684,1.343163889709154
720575941412623215,descending_neuron,DNg12_e,auto:DNge019,left,isomorphic,3,0.09001793892856824,0.3385474849698457,0.7182750398397899
720575941412626799,ascending_neuron,ANXXX214,ANXXX214,left,dimorphic,3,0.1950998015028436,0.4984062423800501,1.333796092765092
720575941412778897,sensory_ascending,SAabg01,SAxx01,left,isomorphic,3,0.09500130490269015,0.3477922054956775,0.9803613447152769
720575941412795759,ascending_neuron,AN08B048,AN08B048,left,dimorphic,3,0.2314094640969201,0.54280722242263,1.452618548545202
720575941413167215,ascending_neuron,AN07B049,AN07B049,left,isomorphic,3,0.1417036689310696,0.4247619508820173,1.136714957132708
720575941413189999,descending_neuron,DNp38,DNp38,right,isomorphic,3,0.3564367220261109,0.6736685607028275,1.429280481350308
720575941413382289,ascending_neuron,AN19B104,auto:AN19B106,left,dimorphic,3,0.03564649017857027,0.2130411249650388,0.5701241194727508
720575941413514607,descending_neuron,DNge099,DNge099,right,isomorphic,3,0.3210467027503737,0.6393507313271886,1.356470487608374
720575941413523604,ascending_neuron,AN02A046,AN02A046,right,isomorphic,3,0.1620501995739879,0.4542342152786673,1.215586343071764
720575941413558639,descending_neuron,DNge091,auto:DNge111,right,isomorphic,3,0.05614575031250144,0.2673705099047078,0.567263300363594
720575941413566748,ascending_neuron,AN19B059,AN19B059,right,isomorphic,3,0.06190937026122097,0.2807587191989549,0.7513446879980069
720575941413642268,descending_neuron,DNg78,DNg78,left,isomorphic,3,0.4044588728261874,0.7176162143522901,1.522521471395603
720575941413706641,sensory_ascending,SApp23,SApp23,left,isomorphic,3,0.07835071507213406,0.3158468438786723,0.8903133299024428
720575941414315409,sensory_ascending,SApp08,auto:SApp06,left,isomorphic,3,0.02872365803030264,0.1912383258492686,0.539065163992059
720575941414341521,descending_neuron,DNpe055,DNpe055,right,isomorphic,3,0.3438658451306163,0.6616823951897752,1.403850183109632
720575941414353436,descending_neuron,DNg10,DNg10,left,isomorphic,3,0.02923459722222198,0.1929317113844631,0.4093311539247653
720575941414491028,descending_neuron,DNge102,auto:DNge182,right,isomorphic,3,0.1140911911308607,0.3811370045715183,0.8086345617584761
720575941414908561,ascending_neuron,AN06B031,AN06B031,right,isomorphic,3,0.1151946408611622,0.3829756808023151,1.024889785165792
720575941414947220,descending_neuron,DNpe031,DNpe031,left,isomorphic,3,0.2996243220362635,0.6176516294652139,1.310432859369057
720575941415224348,descending_neuron,DNge116,auto:DNge115,left,dimorphic,3,0.04873790174602865,0.2491084579665263,0.5285178461339696
720575941415395473,ascending_neuron,AN05B078,auto:ANXXX102,right,isomorphic,3,0.05975433533950713,0.2758289011753959,0.7381518917230918
720575941415445908,ascending_neuron,ANXXX094,ANXXX094,left,isomorphic,3,0.1856143027935624,0.4861393528456733,1.300968395316519
720575941415497617,ascending_neuron,AN11B008,AN11B008,left,isomorphic,3,0.2633556861574076,0.5790637909129477,1.549645562409487
720575941415598737,descending_neuron,DNb08,DNb08,right,isomorphic,3,0.3330205958876495,0.6511643355524191,1.381534673349658
720575941415605276,ascending_neuron,AN10B037,AN10B037,right,isomorphic,3,0.02753821689815556,0.1872504919785947,0.5011052296952287
720575941415707420,descending_neuron,DNg24,DNg24,left,isomorphic,3,0.3586578270531485,0.6757642550718805,1.43372678511345
720575941415777937,descending_neuron,DNge091,DNge091,left,isomorphic,3,0.1832284646752944,0.4830048932937374,1.024761294576664
720575941415987228,sensory_ascending,SApp01,auto:SApp06,left,isomorphic,3,0.04663423545454765,0.2436730447120088,0.6868688544766702
720575941416654620,ascending_neuron,AN17A018,AN17A018,right,isomorphic,3,0.1290434956980529,0.4053434120762577,1.084748571112647
720575941416656668,sensory_ascending,SApp08,SApp08,left,isomorphic,3,0.08092717739729838,0.3209979478221597,0.9048333309519435
720575941416724764,ascending_neuron,AN05B097,AN05B097,left,isomorphic,3,0.2350011319839524,0.5470034134258172,1.463848069142336
720575941416742172,ascending_neuron,AN19A018_c,auto:AN19A018,right,isomorphic,3,0.1166322555695862,0.3853580153349026,1.031265203892593
720575941416780828,ascending_neuron,AN10B029,AN10B029,right,isomorphic,3,0.06609517027778065,0.2900947853955229,0.77632914356043
720575941417243164,descending_neuron,DNpe046,R7y,right,female-specific,3,0.1430766036302354,0.4268147017950697,0.905546077128199
720575941424975956,ascending_neuron,AN06B999,auto:AN06B057,right,female-specific,3,0.0831670402125863,0.3254098406890061,0.870836552900447
720575941425381716,descending_neuron,DNge085,auto:DNge116,right,isomorphic,3,0.0575471066420175,0.2706866303711881,0.5742989059017266
720575941425384532,ascending_neuron,AN19B060,AN19B060,right,isomorphic,3,0.06847037357864173,0.2952612187252439,0.7901551513483875
720575941426612564,descending_neuron,DNg02_a,auto:DNg92_b,right,dimorphic,3,0.0565024894097207,0.2682185748460314,0.5690625867460352
720575941427920632,sensory_ascending,SApp23,SApp23,right,isomorphic,3,0.086689398500883,0.3322293940647476,0.9364926826208173
720575941427934548,descending_neuron,DNpe020,DNpe020,left,isomorphic,12,0.1290853169891738,0.4049036810200323,0.8590588337758455
720575941427950676,ascending_neuron,AN07B036,AN07B036,right,isomorphic,3,0.1404217052601774,0.4228362189742069,1.13156146290261
720575941428164233,descending_neuron,DNge174,DNge174,right,isomorphic,3,0.06715157878151119,0.2924039083118055,0.6203750971911054
720575941428193199,sensory_ascending,SApp07,auto:SApp01,left,isomorphic,3,0.2498289109982463,0.5639964972418611,1.589800909030461
720575941428247800,ascending_neuron,AN12B089,auto:AN12B080,left,dimorphic,3,0.04432929829545437,0.2375748631066291,0.6357794048438011
720575941428274313,ascending_neuron,AN06A112,AN06A112,right,isomorphic,3,0.04347608541666496,0.2352774345379972,0.6296312048661782
720575941428310100,sensory_descending,LN-DN2,LN-DN2,right,dimorphic,3,0.1102683946320335,0.3746973186185987,0.5149754270661525
720575941428311380,sensory_ascending,SApp09,auto:SApp08,,isomorphic,3,0.03160626620370378,0.2006049550534138,0.5654679443215891
720575941428365193,descending_neuron,DNg12_b,auto:DNg12_g,right,isomorphic,3,0.1075781696263217,0.3700983379028606,0.785214512597826
720575941428495535,sensory_ascending,SApp10,SApp10,right,isomorphic,3,0.2416908890937257,0.5547345289382409,1.563693148254435
720575941428550537,sensory_ascending,SApp13,SApp13,right,isomorphic,3,0.07429564098422813,0.3075648681214513,0.8669679852916377
720575941428563540,descending_neuron,DNpe043,DNpe043,right,isomorphic,3,0.2724660360262721,0.588994509028637,1.249632837992117
720575941428568404,ascending_neuron,AN01A055,auto:AN01A089,left,isomorphic,12,0.2402287091869174,0.5527599461397452,1.479253255090743
720575941429113775,descending_neuron,DNg10,DNg10,right,isomorphic,3,0.05460850939153178,0.263684875630628,0.5594437204742756
720575941429194633,ascending_neuron,AN07B072,auto:AN07B049,right,isomorphic,3,0.1694229116194928,0.4644523127922916,1.242931222369588
720575941429327063,ascending_neuron,AN16B112,auto:AN16B078_a,right,dimorphic,3,0.06600468030072629,0.289896135014744,0.7757975308333425
720575941429383521,descending_neuron,DNg12_a,auto:DNg12_g,left,isomorphic,3,0.1036528419642858,0.3632834944132654,0.7707558850897027
720575941429542615,sensory_ascending,SApp22,auto:SApp09,right,dimorphic,3,0.2576986792010317,0.5728107444739269,1.614646627630639
720575941429552815,ascending_neuron,AN05B076,AN05B076,left,isomorphic,3,0.08363944491805632,0.3263327270890368,0.8733063098371755
720575941429866593,descending_neuron,DNge095,auto:DNge108,left,isomorphic,3,0.07472671342623467,0.3084558421919968,0.6544314820681841
720575941430003960,ascending_neuron,AN10B020,AN10B020,right,isomorphic,3,0.1997299097839629,0.5042856525852466,1.349530113916205
720575941430035119,sensory_ascending,SApp17,auto:SApp08,left,isomorphic,3,0.0888379617424243,0.3363212838405029,0.9480269565337961
720575941430069641,descending_neuron,DNge088,DNge088,left,isomorphic,3,0.3115209336324764,0.6297942296605195,1.336195055297993
720575941430071310,ascending_neuron,AN07B071,auto:AN07B069_b,right,isomorphic,3,0.06410860122654896,0.2857019535097709,0.7645733878993238
720575941430081550,ascending_neuron,AN08B097,AN08B097,left,dimorphic,3,0.05231156460782056,0.2580797409825992,0.6906529671470992
720575941430097071,ascending_neuron,AN07B045,AN07B045,left,isomorphic,3,0.0161115387182819,0.1432265625596321,0.3832918075222305
720575941430108809,ascending_neuron,AN08B079,auto:AN08B079_b,left,isomorphic,3,0.04542672823866971,0.240497623234434,0.6436010685933158
720575941430120289,descending_neuron,DNge023,DNge023,right,isomorphic,3,0.4696950223894587,0.7733267591849686,1.640719052490476
720575941430133006,ascending_neuron,AN08B111,AN08B111,left,dimorphic,3,0.04745557213827856,0.245809501574875,0.657816305027536
720575941430250377,descending_neuron,DNg91,DNg91,left,isomorphic,3,0.5977426381842055,0.8723930103516723,1.850901726007843
720575941430266505,sensory_ascending,SApp07,auto:SApp08,left,isomorphic,3,0.05723422269177158,0.2699497650366493,0.7609380270029993
720575941430452750,ascending_neuron,ANXXX169,ANXXX169,right,dimorphic,3,0.05891731319694911,0.2738902207671944,0.732963745721486
720575941430513289,descending_neuron,DNg36_b,DNg36_b,left,isomorphic,3,0.06550639041732122,0.288799803864535,0.6127284940397616
720575941430610095,descending_neuron,DNge109,DNge109,left,isomorphic,3,0.03495379814814721,0.2109610344137318,0.4475828417737707
720575941430630392,descending_neuron,DNge091,DNge091,left,isomorphic,3,0.09556190095474007,0.348816844870829,0.7400628989126904
720575941430975329,descending_neuron,DNpe015,DNpe015,right,isomorphic,3,0.05000739146825323,0.2523319011667605,0.535356824108583
720575941431071113,ascending_neuron,AN04B001,AN04B001,right,isomorphic,3,0.2114273352085067,0.5188426004343203,1.388486287641
720575941431097737,descending_neuron,DNge049,DNge049,left,dimorphic,3,0.7496117929796045,0.9769520858371001,2.072738181583924
720575941431101615,ascending_neuron,AN10B061,AN10B061,right,isomorphic,3,0.01400390097402624,0.1335302231732033,0.3573432168184222
720575941431111087,ascending_neuron,ANXXX026,ANXXX026,left,isomorphic,3,0.1740356829444218,0.4707325288524565,1.259737849033749
720575941431184559,descending_neuron,DNge136,DNge136,right,isomorphic,3,0.258128148284947,0.5732878561470289,1.21630901422987
720575941431211951,descending_neuron,DNg29,DNg29,right,isomorphic,3,1.068792654931787,1.166545787091803,2.474987288040068
720575941431229615,ascending_neuron,AN19A018_d,auto:AN19A018,right,isomorphic,3,0.4404443525987904,0.7488599114547776,2.004040758312091
720575941431332088,ascending_neuron,AN05B071,auto:AN05B067,left,isomorphic,3,0.06353808970458459,0.2844278615199418,0.7611637618285463
720575941431407575,ascending_neuron,AN08B098,AN08B098,right,dimorphic,3,0.05087257575757672,0.254505353965456,0.681087470104507
720575941431469304,descending_neuron,DNp46,DNp46,left,isomorphic,3,0.08441883027778091,0.3278496500378744,0.6955781120730821
720575941431577007,descending_neuron,DNg02_a,auto:DNge015,right,dimorphic,3,0.1545377776948511,0.4435804433432294,0.9411169031218427
720575941431727497,sensory_ascending,SApp09,SApp09,right,isomorphic,3,0.2157551438842622,0.5241259211043349,1.477413192977279
720575941431747086,descending_neuron,DNg73,DNg73,left,isomorphic,12,0.2787627460897639,0.5931606109376135,1.258471796033448
720575941431795927,ascending_neuron,AN08B057,AN08B057,left,isomorphic,3,0.05903152061587402,0.2741555515286528,0.7336738033067075
720575941431800078,ascending_neuron,ANXXX148,auto:ANXXX007,left,isomorphic,3,0.07322467305462824,0.3053400553210404,0.8171273513892537
720575941431816184,ascending_neuron,AN10B033,AN10B033,right,dimorphic,3,0.01628474505608082,0.1439943796866133,0.3853465801090167
720575941431875832,descending_neuron,DNpe007,DNpe007,right,isomorphic,3,0.3033651588717735,0.6214953875696965,1.318587920706693
720575941432046945,descending_neuron,DNge121,DNge121,right,isomorphic,3,0.3067814185865505,0.6249849868071607,1.3259915853109
720575941432054191,sensory_ascending,SApp19,auto:SApp10,right,isomorphic,3,0.1142248498015886,0.3813601916283569,1.074983235328137
720575941432109582,ascending_neuron,AN19B018,AN19B018,left,isomorphic,3,0.1230830318252922,0.3958714228204134,1.059400368811192
720575941432123640,descending_neuron,DNa01,DNa01,right,isomorphic,3,0.5192821289062856,0.8131239397519575,1.725154243198838
720575941432162145,ascending_neuron,ANXXX154,ANXXX154,right,isomorphic,12,0.06746188198299898,0.2912610386487072,0.779450179976113
720575941432245463,ascending_neuron,AN19B059,AN19B059,right,isomorphic,3,0.05517687554112269,0.2650535415607341,0.7093157108527578
720575941432255959,descending_neuron,DNge052,DNge052,right,isomorphic,3,0.1523722395089272,0.4404615316490461,0.934499703110459
720575941432269271,descending_neuron,DNg101,DNg101,right,dimorphic,3,0.3926238000000029,0.7070390005962848,1.500080458039189
720575941432274647,ascending_neuron,AN17A015,AN17A015,right,isomorphic,3,0.08886665750642404,0.3363755974288488,0.9001822597759677
720575941432295639,descending_neuron,DNg02_b,DNg02_b,right,isomorphic,3,0.129283150254287,0.4057196314842259,0.860789984879296
720575941432405167,descending_neuron,DNp102,DNp102,left,isomorphic,3,1.198376253044535,1.235240881305284,2.620733376029411
720575941432468183,ascending_neuron,AN10B029,AN10B029,right,isomorphic,3,0.06747090836193784,0.2930983259004077,0.7843669854838108
720575941432771982,ascending_neuron,AN16B078,auto:AN16B078_d,left,dimorphic,3,0.08142629277944137,0.3219862977643117,0.8616747331074898
720575941432832097,ascending_neuron,AN07B062,AN07B062,left,isomorphic,3,0.04513281580638221,0.2397183469197426,0.6415156298179978
720575941432905943,descending_neuron,DNg110,DNg110,left,isomorphic,3,0.09669638817460095,0.3508812694587209,0.7444428595354856
720575941432966432,ascending_neuron,AN14A003,AN14A003,right,isomorphic,3,0.09619467209026404,0.3499697994086862,0.9365620077469823
720575941433030414,descending_neuron,DNge025,DNge025,right,isomorphic,3,0.130042639816017,0.4069096109893501,0.8633146900222919
720575941433031182,descending_neuron,DNge102,auto:DNge182,right,isomorphic,3,0.1140880865079343,0.3811318188305302,0.8086235594959273
720575941433044750,sensory_ascending,SApp12,auto:SApp09,left,isomorphic,3,0.09285924357614654,0.3438488927062939,0.9692458816090137
720575941433051406,ascending_neuron,AN07B015,AN07B015,right,isomorphic,3,0.1440715829790307,0.4282962020862375,1.146173045828645
720575941433061646,ascending_neuron,AN08B032,AN08B032,right,isomorphic,3,0.2058615399508112,0.5119678245802664,1.370088546214277
