bodyId,superclass,type,instance,somaSide,subclass_DN_target,somaNeuromere_AN_origin,dimorphism,predicted_neurotransmitter,neurons_in_cell_type,neck_area_um2,neck_diameter_um,diameter_cv_across_slabs,n_slabs,output_synapses_total,output_synapses_VNC,output_synapses_brain,postsynaptic_partners,postsynaptic_partners_ge5,input_synapses_total,input_synapses_VNC,input_synapses_brain,presynaptic_partners,presynaptic_partners_ge5,path_neck_to_brain_arbor_um,path_neck_to_vnc_arbor_um,walk_end_brain,walk_end_vnc,model_velocity_m_per_s,model_arbor_to_arbor_delay_ms
10001,descending_neuron,DNp01,DNp01(GF)_R,R,lt,,,acetylcholine,2.0,78.29286400000001,9.984266148063764,0.359648815351613,3,4491,3062,1429,2859,85,18582,2447,16135,2394,477,0.0,244.8694754399259,end,branch,2.211852258301002,0.11070788047481
10010,descending_neuron,DNp01,DNp01(GF)_L,L,lt,,,acetylcholine,2.0,83.234048,10.29450734042114,0.0190145659676511,3,4382,3141,1241,2722,87,24896,3601,21295,3407,556,16.73499330349924,30.33676300789137,branch,branch,2.245953827843831,0.02095847017326292
10026,descending_neuron,DNp18,DNp18_R,R,xn,,,acetylcholine,2.0,11.072512,3.754725041591545,0.6074918868684115,3,18016,17671,345,9640,317,12103,862,11241,1768,304,223.7716817537931,164.5287921501766,branch,branch,1.356397902674527,0.2862732780243349
10030,descending_neuron,pIP1,pIP1_L,L,xl,,male-specific,acetylcholine,2.0,8.067584,3.204990948391693,0.02277509622205834,3,44161,29047,15114,20435,692,23050,1506,21544,2869,689,54.72119859114326,146.9045928991699,branch,branch,1.253174195677492,0.1608920708595584
10033,descending_neuron,DNg56,DNg56_R,R,xn,LB,,gaba,2.0,0.847232,1.038618932027075,0.0354093740836439,3,9775,6187,3588,3968,267,4622,84,4538,576,167,181.1685627449891,181.2607462264007,branch,branch,0.7133885874425429,0.5080391183025201
10038,descending_neuron,pIP1,pIP1_R,R,xl,,male-specific,acetylcholine,2.0,6.593664,2.897466781431088,0.03457000542099187,3,43795,27738,16057,20093,690,21379,1771,19608,2984,637,179.342580954845,155.5548251037609,branch,branch,1.19153628685879,0.2810635393584911
10045,descending_neuron,DNg100,DNg100_L,L,xl,,,acetylcholine,2.0,3.095116770381766,1.985151144780429,0.1531167647116064,3,51033,36182,14851,26759,741,21592,517,21075,1870,408,166.9620929963173,114.1241695948628,branch,branch,0.9862677430304664,0.2849999552124632
10048,descending_neuron,DNp18,DNp18_L,L,xn,,,acetylcholine,2.0,9.498880000000002,3.477693150163474,0.4466965696436936,3,20349,19931,418,10404,371,12707,921,11786,1918,329,225.4840497190018,153.7931158143872,branch,branch,1.305400185222946,0.2905447462217214
10054,descending_neuron,DNpe013,DNpe013(PS168)_R,R,xn,,,acetylcholine,2.0,1.482319102805901,1.373807591917012,0.2784789853417534,3,11673,5239,6434,5979,158,7915,196,7719,837,240,151.7899173606034,196.6944625081401,branch,branch,0.820466769613088,0.4247391762533907
10056,descending_neuron,DNg100,DNg100_R,R,xl,,,acetylcholine,2.0,2.355140853737274,1.731663497449672,0.1297455425798351,3,55262,37013,18249,27118,849,21477,550,20927,2023,414,178.0524976542037,108.5024831473556,branch,branch,0.9211488010904314,0.3110843551686147
10059,descending_neuron,DNp20,DNp20_R,R,xn,,,acetylcholine,2.0,26.479104,5.806396672804488,0.02579221082558081,3,953,821,132,604,14,5315,260,5055,587,82,92.68285495005117,134.8521500885517,branch,branch,1.686752610691384,0.1348953033161979
10063,descending_neuron,DNp27,DNp27_R,R,xn,,,acetylcholine,2.0,0.2832985737905374,0.600588833660088,0.2089267308433974,3,19176,1431,17745,14219,233,8155,153,8002,3019,220,182.7564612747661,213.3655599550988,branch,branch,0.5424836665683521,0.7302008256500273
10065,descending_neuron,DNb05,DNb05_R,R,xn,,potentially sexually dimorphic,acetylcholine,2.0,4.993536,2.521501041692952,0.03741888965293229,3,22647,14604,8043,11525,403,18613,463,18150,1960,570,187.3614582564902,122.9442202462936,branch,branch,1.111546449964889,0.2791657321316492
10068,descending_neuron,DNp30,DNp30_R,R,xn,,,glutamate,2.0,0.363904,0.6806885949443436,0.2573775048656421,3,4630,320,4310,3503,56,6800,120,6680,1756,284,174.1403065868961,252.3755028510407,branch,branch,0.5775269790431684,0.7385210127232099
10069,ascending_neuron,AN07B004,AN07B004(PS299)_R,R,BA,T1,,acetylcholine,2.0,3.071079917962038,1.97742772221674,0.1259789109141197,3,77450,175,77275,34745,1409,4788,2958,1830,1659,163,175.8116904514952,165.7681162582038,branch,branch,0.9843472882505455,0.3470114773382266
10071,ascending_neuron,AN12B011,AN12B011_L,L,CA,T1,,gaba,2.0,0.2306267001806619,0.5418883969433179,0.1091706338258609,3,6787,3965,2822,4184,129,1566,1097,469,713,63,247.0453960214873,121.9447876890533,branch,branch,0.5152914849890553,0.7160804990177122
10087,ascending_neuron,ANXXX033,ANXXX033_L,L,BA,A1,,acetylcholine,2.0,0.2355488680281637,0.5476405148371165,0.1525661051488525,3,8930,3443,5487,3525,265,3598,3287,311,710,153,177.8418810130445,146.4592939948862,branch,branch,0.5180191620685349,0.6260408856555485
10090,descending_neuron,aSP22,aSP22(DNa12)_L,L,xn,,sexually dimorphic,acetylcholine,2.0,1.947809145971872,1.574810347390508,0.1403334102091615,3,35434,18776,16658,16557,632,10259,892,9367,1779,413,174.313369263741,145.5743629393581,branch,branch,0.8784401346826937,0.3641542770796185
10091,descending_neuron,DNpe042,DNpe042(CL262)_L,L,lt,,,acetylcholine,2.0,0.2515242279827229,0.5659068770801301,0.3487060112330145,3,15485,4508,10977,6696,341,15908,440,15468,2201,713,230.9185810782625,147.5839224084474,branch,branch,0.5265874758948068,0.7187837174508135
10104,descending_neuron,aSP22,aSP22(DNa12)_R,R,xn,,sexually dimorphic,acetylcholine,2.0,1.946043555170587,1.57409644247746,0.189413811168115,3,33359,17102,16257,15460,594,9465,714,8751,1699,408,163.7199697391976,152.6547179916013,branch,branch,0.8782410015559257,0.360236754114528
10106,descending_neuron,DNp11,DNp11_R,R,xn,,,acetylcholine,2.0,8.881536,3.362784984679954,0.05532107756886137,3,21902,17745,4157,10624,458,11406,1514,9892,2318,533,183.0802381191775,68.84247002423331,branch,branch,1.283652851238674,0.1962545464689424
10117,descending_neuron,DNp02,DNp02_R,R,lt,CG,,acetylcholine,2.0,8.942592000000001,3.374323897736005,0.1588699315256142,3,15573,10632,4941,7244,309,8921,1007,7914,1256,278,186.6791799271101,192.4681743002599,branch,branch,1.285853300299316,0.294860505579535
10118,descending_neuron,DNb05,DNb05_L,L,xn,,potentially sexually dimorphic,acetylcholine,2.0,6.73216,2.927738433242333,0.1065213868254671,3,22662,15960,6702,11300,396,17938,491,17447,2065,620,153.2115914795666,140.9487097339125,branch,branch,1.197744477043724,0.2455952056982358
10123,descending_neuron,DNg30,DNg30_L,L,xn,,,serotonin,2.0,0.7065592748970289,0.9484825826014412,0.3511914534975879,3,12969,4844,8125,5211,348,3306,434,2872,800,92,207.0181192681275,157.676620720853,branch,branch,0.681730493285071,0.5349544190573275
10124,descending_neuron,DNg105,DNg105_L,L,xl,MX,,gaba,2.0,3.189443130713995,2.015173719486481,0.03486783596252971,3,22265,21689,576,11806,317,15435,1124,14311,1207,327,216.5446903253526,112.9991899090109,branch,branch,0.9936977017928418,0.3316339361958837
10131,descending_neuron,DNg74_a,DNg74_a_R,R,xl,MX,,gaba,2.0,3.761664,2.188492485435271,0.1579881783244391,3,42894,27387,15507,23174,715,20868,787,20081,1989,488,171.5433599685527,3.367154288119303,branch,branch,1.035548800329218,0.1689061048605967
10141,descending_neuron,DNg15,DNg15_L,L,xn,,,acetylcholine,2.0,11.27168,3.788343795328037,0.04065321471563131,3,18689,18144,545,8935,367,14820,676,14144,4216,344,197.0653575462507,164.8099304691567,branch,branch,1.362456773520077,0.2656049682078775
10143,descending_neuron,DNp30,DNp30_L,L,xn,,,glutamate,2.0,0.4654373093739531,0.7698137358413729,0.1265130235110166,3,3897,312,3585,2885,55,6673,152,6521,1752,270,179.3189192681791,261.8234858478583,branch,branch,0.6141732089258475,0.7182703489909129
10150,ascending_neuron,AN27X013,AN27X013_R,R,XA,T2,,unclear,4.0,1.247746016765324,1.260428328121593,0.1655079074916819,3,962,86,876,763,11,907,153,754,280,21,221.3038485256616,439.1095999852231,branch,branch,0.7858815946308837,0.8403472648078373
10151,descending_neuron,DNge103,DNge103_R,R,xl,LB,sexually dimorphic,gaba,2.0,2.110377671013952,1.639212098863676,0.1848785026450456,3,12352,12114,238,6157,240,4733,155,4578,776,178,172.9723547179142,167.6190639331324,branch,branch,0.896222030773179,0.3800301788578164
10160,descending_neuron,DNg90,DNg90_L,L,xl,MX,,gaba,2.0,1.237398555227275,1.255191130112671,0.08082888988425219,3,13699,7997,5702,6319,227,5328,245,5083,802,181,178.8231624125343,153.7926974139158,branch,branch,0.7842471891917807,0.4241212010835933
10162,descending_neuron,DNp20,DNp20_L,L,xn,,,acetylcholine,2.0,28.341632,6.007136308153123,0.07062485721610377,3,1081,954,127,659,24,5339,339,5000,585,85,,,,,,
10163,descending_neuron,DNge036,DNge036_L,L,fl,,,acetylcholine,2.0,0.8783972927773858,1.057549133209648,0.01237643172535246,3,16029,5338,10691,7705,235,10525,175,10350,1258,259,162.4916305845586,118.7753050869928,branch,branch,0.7198604554166922,0.3907242487833836
10165,ascending_neuron,AN05B101,AN05B101_L,L,BA,T1,,gaba,4.0,2.688601613895836,1.850198339327694,0.06767401226564736,3,24897,77,24820,9690,663,9354,1192,8162,1535,324,180.2558884630623,128.1788146997198,branch,branch,0.9521539719344608,0.3239336412535729
10177,descending_neuron,DNg16,DNg16_L,L,xl,LB,,acetylcholine,2.0,4.00256,2.257480381348899,0.04260719196564824,3,21033,15731,5302,10736,318,21914,701,21213,1522,396,185.08550587825,149.5762652052196,branch,branch,1.051743974007439,0.3181969940919315
10180,ascending_neuron,AN02A002,AN02A002_R,R,BA,T2,,glutamate,2.0,2.104653615297618,1.636987541481838,0.05616313798909772,3,78866,22098,56768,23480,2339,5956,4871,1085,1437,187,155.6269057322781,140.4691674546175,branch,branch,0.8956136975985242,0.3306069056121408
10192,descending_neuron,DNg75,DNg75(hb1874217622)_L,L,xl,,,acetylcholine,2.0,1.92,1.563528038089344,0.06552861171166031,3,24735,13558,11177,13304,393,19276,110,19166,1370,407,161.8593817650047,121.0938820139446,branch,branch,0.8752878033331541,0.3232688296368856
10195,descending_neuron,DNp29,DNp29(NPFP1)_R,R,xn,,,unclear,2.0,0.588392446751726,0.8655429111417735,0.193536274076903,3,8791,1421,7370,4434,180,3395,149,3246,1242,178,217.0696397059152,163.6791888995326,branch,branch,0.6512419108591438,0.5846503768517431
10197,descending_neuron,DNp02,DNp02_L,L,lt,CG,,acetylcholine,2.0,9.751296,3.523596980305468,0.0005560886041475336,3,14679,9442,5237,6945,275,9375,943,8432,1402,306,67.65713696733562,169.1615793572285,branch,branch,1.313987260345274,0.1802290809595335
10199,ascending_neuron,AN10B022,AN10B022(10199)_R,R,BA,T2,,acetylcholine,6.0,0.4970292884930023,0.795510744742566,0.3056083417597016,3,6073,3303,2770,2628,139,1976,1871,105,524,89,380.2945131324092,207.0220843269068,branch,branch,0.6243398633147312,0.9407001410115763
10213,descending_neuron,DNge083,DNge083_R,R,xl,,,glutamate,2.0,0.5668162106205819,0.8495250519902634,0.1709267099216491,3,18903,15535,3368,7442,528,2465,193,2272,488,93,195.4400429933948,134.1205531826921,branch,branch,0.6451877831106453,0.5107979487571443
10216,descending_neuron,DNge037,DNge037_R,R,xl,LB,,acetylcholine,2.0,3.44,2.092831582781796,0.09201125655375311,3,17982,13519,4463,9866,252,20972,594,20378,1651,443,65.29589745874168,127.6510566753183,branch,branch,1.01266355496931,0.1905341148965389
10218,descending_neuron,DNg35,DNg35_R,R,xl,,,acetylcholine,2.0,3.30668183327397,2.051876719489206,0.04292961370841602,3,20706,15551,5155,9608,352,18104,368,17736,3487,470,170.5062888636649,176.4134770743717,branch,branch,1.002706134692369,0.3459834880181241
10221,descending_neuron,DNge037,DNge037_L,L,xl,LB,,acetylcholine,2.0,3.223167569648323,2.025799696165485,0.04124923876236981,3,17771,12216,5555,9519,250,18215,450,17765,1848,403,170.1185098734047,121.5492110263153,branch,branch,0.9963141327518582,0.2927467465448096
10223,descending_neuron,DNpe056,DNpe056(PVLP146)_L,L,xn,,,acetylcholine,2.0,1.218833126605241,1.245739352845126,0.1294596802693702,3,24520,18326,6194,10696,432,7562,488,7074,1489,363,182.5883328284574,143.0003429625641,branch,branch,0.7812888600857634,0.4167327763450781
10228,descending_neuron,DNp06,DNp06_L,L,lt,CG,,acetylcholine,2.0,4.284411140642645,2.335611630851778,0.0328436783290624,3,20935,15142,5793,9841,399,23365,468,22897,2100,738,202.0505613834678,141.929213675037,branch,branch,1.069789558332559,0.3215396639266636
10234,descending_neuron,DNp35,DNp35(PVLP136)_L,L,xn,CG,,acetylcholine,2.0,0.8206627704723342,1.022203645198594,0.09645990347202188,3,14174,3281,10893,5472,280,17658,91,17567,1813,673,244.300630964976,137.3067090720267,branch,branch,0.7077286105191106,0.5392001034931995
10236,descending_neuron,DNg99,DNg99_R,R,xn,MD,,gaba,2.0,3.856768,2.215985002762686,0.04611178056435698,3,9418,7479,1939,4504,157,7449,394,7055,1357,266,184.2422318986407,169.4904638587306,branch,branch,1.042032941587605,0.3394640242547771
10237,descending_neuron,DNg30,DNg30_R,R,xn,,,serotonin,2.0,0.539008,0.8284239859689063,0.09733263919988763,3,15584,4748,10836,6337,410,3714,395,3319,917,111,240.0340479591398,170.0817136158346,branch,branch,0.6371245978023169,0.643697893613931
10244,descending_neuron,DNp55,DNp55(WED180)_L,L,xn,,,acetylcholine,2.0,1.737630231786267,1.487420426522912,0.06450801582362999,3,19854,14985,4869,8968,417,9125,367,8758,1310,303,203.3044555317741,149.023139998004,branch,branch,0.8537189285685465,0.4126974156711452
10245,descending_neuron,DNp36,DNp36(CL342)_R,R,xn,,sexually dimorphic,glutamate,2.0,1.145010129772232,1.207423776620432,0.2216252015135734,3,22299,13109,9190,9971,547,7400,621,6779,1170,312,162.8577960711907,147.4574192770434,branch,branch,0.7691798557840758,0.4034364823970974
10247,descending_neuron,DNg74_a,DNg74_a_L,L,xl,MX,,gaba,2.0,4.046089194702137,2.269722618343574,0.1985503897300734,3,41345,28945,12400,21226,703,15965,808,15157,1274,284,168.3092388345602,119.9839148948457,branch,branch,1.054591903528731,0.2733693979299091
10249,descending_neuron,DNp31,DNp31_L,L,ut,CG,,acetylcholine,2.0,4.921344,2.503207900683666,0.09899680227334415,3,16228,12378,3850,8284,277,17757,319,17438,1945,572,153.8222658027079,169.5529078569591,branch,branch,1.107507052498988,0.2919847534424279
10253,ascending_neuron,AN07B004,AN07B004(PS299)_L,L,BA,T1,,acetylcholine,2.0,3.13491647382314,1.997873775770966,0.06038558218523947,3,78041,91,77950,33687,1481,5279,3545,1734,1662,181,188.810114501831,217.4010796223911,branch,branch,0.9894231400810136,0.410553561634875
10259,descending_neuron,DNp11,DNp11_L,L,xn,,,acetylcholine,2.0,6.84416,2.951991728053216,0.01246715536858647,3,20984,15613,5371,10109,449,12792,542,12250,2403,554,182.4978793078106,210.2154263729869,branch,branch,1.20269528424538,0.3265276839654375
10264,descending_neuron,DNp31,DNp31_R,R,ut,CG,,acetylcholine,2.0,4.709504,2.448739824662561,0.03724878921398084,3,17143,12874,4269,8472,300,18369,260,18109,2066,613,162.0811365797744,169.0956829103458,branch,branch,1.095391488959383,0.3023364914079592
10274,descending_neuron,DNg108,DNg108_L,L,xl,GNG,,gaba,2.0,6.340992,2.841408412609724,0.07638214912942547,3,35334,24214,11120,18962,656,16786,651,16135,1560,493,150.7789089919308,114.6020173794273,branch,branch,1.179953440682625,0.2249079643497038
10280,descending_neuron,DNp47,DNp47(PS293)_R,R,xn,,,acetylcholine,2.0,0.6509659820657228,0.9104041029364043,0.3715968972626154,3,17514,9458,8056,8755,331,3752,152,3600,709,162,190.9945286274782,206.4070916741765,branch,branch,0.6679056897787576,0.5949966086279235
10281,descending_neuron,DNg108,DNg108_R,R,xl,GNG,,gaba,2.0,6.756377088012427,2.932999571701303,0.05837696778351302,3,36669,26897,9772,19926,683,17352,750,16602,1556,510,157.3010995608889,103.921451656897,branch,branch,1.198820165885458,0.217899697261803
10283,descending_neuron,DNp103,DNp103(PVLP119)_R,R,lt,,,acetylcholine,2.0,1.111764231744936,1.189765600561623,0.06075850321064286,3,18700,9171,9529,8542,394,29105,818,28287,2877,1072,240.0666478508186,200.0910784985625,branch,branch,0.7635346385562316,0.57647381549274
10286,descending_neuron,DNpe053,DNpe053(SMP454)_L,L,xn,,,acetylcholine,2.0,0.298751428221256,0.6167512727651331,0.03469926844395108,3,65550,11018,54532,32163,1200,17906,148,17758,2844,732,174.3878422935179,159.0138286878258,branch,branch,0.5497345938313462,0.6064775161004847
10291,ascending_neuron,AN06B007,AN06B007_R,R,CA,T1,,gaba,4.0,1.544949492397392,1.402530138121415,0.1069052543391084,3,11139,1493,9646,5367,224,3236,2852,384,807,169,154.9800088320991,149.814641936648,branch,branch,0.8289992567424251,0.3676657708553877
10295,descending_neuron,DNg34,DNg34_L,L,xl,TC,,unclear,2.0,1.28685125189894,1.280027305220354,0.077562395574708,3,24527,16786,7741,13942,654,4438,1610,2828,1684,183,209.4871393914666,130.6389674136978,branch,branch,0.7919680420054671,0.4294694845815715
10296,descending_neuron,DNge054,DNge054_R,R,xl,,,gaba,2.0,0.9963005819169939,1.126290060037543,0.2000123565126191,3,13332,4349,8983,6153,217,9026,150,8876,1830,251,198.3955824792269,137.1223603656118,branch,branch,0.7428876963703166,0.4516401933753239
10301,descending_neuron,DNge050,DNge050_L,L,xl,,,acetylcholine,2.0,3.016245919783283,1.959694767486549,0.01447781943866074,3,25641,20015,5626,13234,419,18123,161,17962,1611,417,167.8790275083024,109.6146818909894,branch,branch,0.979923688900523,0.2831788970329317
10304,descending_neuron,DNge041,DNge041_R,R,xl,LB,,acetylcholine,2.0,0.2423929285923661,0.5555396133922107,0.06879884193570066,3,13604,6570,7034,6682,267,6468,102,6366,1200,252,209.0593418209857,147.7676089151412,branch,branch,0.5217417086664465,0.6839149426028522
10336,descending_neuron,DNg22,DNg22_R,R,xn,,,acetylcholine,2.0,0.6421987694092323,0.9042526576085318,0.1725561132756972,3,7641,3520,4121,3283,168,4582,585,3997,796,160,169.3221029554964,149.7865714678105,branch,branch,0.665645402769508,0.4793973985182081
10341,descending_neuron,DNp19,DNp19_L,L,xn,,,acetylcholine,2.0,2.401354742905382,1.748570793420865,0.01651621297129957,3,11769,10091,1678,5927,233,7912,661,7251,1036,248,151.5472446582569,203.464720065646,branch,branch,0.9256347491187998,0.3835335320566484
10342,descending_neuron,DNc02,DNc02(SIFa)_R,R,xn,,,unclear,2.0,0.451342375387639,0.7580679128931949,0.1478671678807797,3,7118,974,6144,5040,96,1995,171,1824,1109,48,233.3454262505613,123.4511622222773,branch,branch,0.6094696689070469,0.5854214026969984
10354,descending_neuron,DNp73,DNp73_R,R,xn,,,acetylcholine,2.0,4.922496,2.503500861993193,0.02713825819142605,3,14815,11929,2886,6926,289,7192,660,6532,1360,251,194.6986264656958,164.1447888622387,branch,branch,1.107571858786898,0.3239910913960641
10360,descending_neuron,DNa02,DNa02_R,R,xl,,,acetylcholine,2.0,5.093888,2.546711534126295,0.04284800506446507,3,23488,17153,6335,11784,344,24830,756,24074,1741,584,101.2734914061729,170.1060858583938,branch,branch,1.117089366041001,0.2429345274553497
10361,descending_neuron,DNg40,DNg40(hb5813056435)_L,L,lt,MX,,glutamate,2.0,0.3897297123737223,0.7044283367046531,0.2574662756096741,3,7905,2182,5723,3847,158,9198,149,9049,1173,346,215.6569642359867,249.8859430457355,branch,branch,0.5875116041281908,0.7923978079931577
10366,descending_neuron,DNp59,DNp59(CL247)_R,R,lt,,,gaba,2.0,0.5843200000000001,0.862542364628921,0.1803098611731159,3,19162,12635,6527,7764,437,6966,368,6598,1244,290,228.5170420092802,154.1823851796914,branch,branch,0.6501121123838344,0.5886668159214684
10377,descending_neuron,DNge054,DNge054_L,L,xl,,,gaba,2.0,1.627883085682539,1.439682297903432,0.2292317469053927,3,14323,4924,9399,6608,221,10123,182,9941,1936,307,180.4598097852757,137.2394676775369,branch,branch,0.8399073317769538,0.3782551543997962
10379,descending_neuron,DNa10,DNa10_R,R,xn,,,acetylcholine,2.0,3.716577714579048,2.175337609954712,0.0568581238419705,3,14514,10966,3548,7379,304,15985,366,15619,2049,684,83.9228891667885,224.7259255645715,branch,branch,1.03243180349978,0.2989532225616157
10384,descending_neuron,DNp63,DNp63(PS113)_R,R,xn,CG,,acetylcholine,2.0,0.489227876975976,0.7892428519490322,0.2367652953290963,3,12614,6557,6057,5928,247,6647,781,5866,1169,258,185.7967905898087,204.4156640983643,branch,branch,0.6218753874009051,0.6274769231807757
10388,descending_neuron,DNp13,DNp13_R,R,xn,,sexually dimorphic,acetylcholine,2.0,1.217613570537432,1.245115957738249,0.2068161423272886,3,35184,18626,16558,16760,655,10666,854,9812,1639,403,163.0087739966705,158.2541085853181,branch,branch,0.78109334864134,0.4112989607974565
10394,descending_neuron,DNg98,DNg98_L,L,xn,MX,,gaba,2.0,1.255403190666177,1.264289914118939,0.04540983943796863,3,60379,46241,14138,24175,1340,7418,1458,5960,1731,289,220.3951700353117,143.1951101435596,branch,branch,0.7870845303512704,0.4619456566076879
10411,descending_neuron,DNb09,DNb09(DNb01)_R,R,xn,,,glutamate,2.0,1.116250805538032,1.192163859313602,0.1673416684375847,3,18968,12027,6941,9396,277,9527,102,9425,990,303,169.3810217861647,204.8219522292706,branch,branch,0.7643037950080224,0.489599785398825
10416,descending_neuron,DNde002,DNde002(VES029)_L,L,xl,,potentially sexually dimorphic,acetylcholine,2.0,2.139003864729663,1.650292188345794,0.1798634301049714,3,15284,11069,4215,8209,238,10359,487,9872,1195,345,191.8163799700711,133.9080818970614,branch,branch,0.8992458908938304,0.3622195721610355
10417,descending_neuron,DNp103,DNp103(PVLP119)_L,L,lt,,,acetylcholine,2.0,1.349862339174799,1.310991270064779,0.07481731722620279,3,16992,8617,8375,7832,369,27113,799,26314,2903,1030,225.581741603181,188.5644614007705,branch,branch,0.8014896894731347,0.5167205622772186
10425,descending_neuron,DNp10,DNp10_L,L,xl,CG,,acetylcholine,2.0,2.084904265056966,1.629288972913501,0.1464709173566603,3,20251,13372,6879,11507,338,11460,682,10778,1969,494,157.7450771359139,144.6908318921347,branch,branch,0.8935052303862667,0.3384825278496736
10433,descending_neuron,DNp10,DNp10_R,R,xl,CG,,acetylcholine,2.0,2.470868584179477,1.773698844567784,0.05357374704360606,3,21195,14871,6324,11803,368,11268,726,10542,1901,459,164.5480436611901,145.1308282922164,branch,branch,0.9322619984951732,0.332180087200036
10434,ascending_neuron,AN19B019,AN19B019(hb706176085)_R,R,BA,T1,,acetylcholine,2.0,1.205915399083165,1.239120322534406,0.07765237847649896,3,47783,36,47747,26349,679,3675,2795,880,935,148,174.4676258551461,325.8932308009588,branch,branch,0.7792104709523986,0.6421382608533652
10440,descending_neuron,DNg16,DNg16_R,R,xl,LB,,acetylcholine,2.0,4.043648,2.269037800167562,0.09548090826237732,3,20023,15101,4922,10641,285,21121,530,20591,1401,380,185.8980452117295,152.5276453081013,branch,branch,1.05443279638017,0.3209552013951329
10442,descending_neuron,DNa01,DNa01(VES006)_L,L,xl,,,acetylcholine,2.0,1.654213900137064,1.451278937043149,0.07726738085407708,3,20635,19527,1108,11164,267,13087,692,12395,1242,299,115.0858485913675,154.2849329199161,branch,branch,0.8432832733732736,0.3194309551922636
10444,descending_neuron,DNge035,DNge035_L,L,xl,,,acetylcholine,2.0,2.567168025659385,1.807932478896605,0.06681440043148315,3,26583,24398,2185,12329,438,9306,162,9144,869,179,193.9780695187849,114.5779034446172,branch,branch,0.9412156578910787,0.3278270716987046
10446,descending_neuron,DNp73,DNp73_L,L,xn,,,acetylcholine,2.0,4.271714567687383,2.332148346782607,0.07821349172787467,3,14571,11862,2709,6972,271,8304,463,7841,1206,283,83.54816504216319,220.6180070236694,branch,branch,1.068996113147039,0.2845344041246247
10447,descending_neuron,DNge138,DNge138_M,M,xn,LB,,unclear,2.0,0.06937471026646393,0.2972046845455272,0.5089996324240996,3,17659,3281,14378,12405,398,6904,1021,5883,2120,274,158.4485063241006,153.8732785308242,branch,branch,0.38161537629832,0.8184203369488279
10449,descending_neuron,DNpe025,DNpe025(PVLP145)_L,L,xl,,sexually dimorphic,acetylcholine,2.0,1.162400683948886,1.216558472754566,0.05829766239852452,3,17832,13234,4598,8000,337,8385,179,8206,1348,365,207.2896076764769,159.4454367016289,branch,branch,0.7720839667094099,0.4749937314993283
10458,descending_neuron,DNp13,DNp13_L,L,xn,,sexually dimorphic,acetylcholine,2.0,1.349571168169693,1.31084986926348,0.1776303420847073,3,34086,18166,15920,16296,617,10114,727,9387,1531,385,160.9515144908816,152.3073928700881,branch,branch,0.801446464799181,0.390866915158785
10460,descending_neuron,DNa09,DNa09_R,R,xn,,potentially sexually dimorphic,acetylcholine,2.0,1.22327817812459,1.248008874407475,0.109501829761229,3,13120,9247,3873,6712,234,7731,529,7202,1127,363,178.335574485992,185.4066785531114,branch,branch,0.782000222800264,0.4651434135614169
10464,descending_neuron,DNp08,DNp08(PS271)_R,R,xn,,,glutamate,2.0,0.3770064190936785,0.6928343823808611,0.04786545407295371,3,19878,15550,4328,6010,636,4558,223,4335,894,188,192.7760247703102,153.2205111255182,branch,branch,0.5826567148558591,0.593825707443229
10469,descending_neuron,DNbe001,DNbe001(PS103)_L,L,ut,,,acetylcholine,2.0,4.21888,2.31768092076806,0.02275205428070653,3,14899,11529,3370,7833,307,16554,651,15903,2004,632,55.71732705540165,168.0877639363216,branch,branch,1.065675209046522,0.2100124776215498
10482,descending_neuron,DNg35,DNg35_L,L,xl,,,acetylcholine,2.0,3.734451971109724,2.180562296182128,0.1169575930431044,3,19695,14926,4769,9557,320,18133,324,17809,3444,591,85.61646545551059,180.377929036234,branch,branch,1.033670897882514,0.2573298668237995
10499,descending_neuron,DNge039,DNge039_R,R,fl,,,acetylcholine,2.0,0.4587541252423047,0.7642668994329729,0.02718428032473364,3,6864,4258,2606,3424,121,3129,252,2877,517,93,252.9299965548862,174.5289386522553,branch,branch,0.6119565186532101,0.6985119402729629
10504,descending_neuron,DNp62,DNp62(DSKMP1B)_R,R,xn,,,unclear,2.0,0.9029734197587163,1.072241328191346,0.1146515956734428,3,4028,906,3122,3271,28,4415,202,4213,1174,202,167.9282278563516,139.4608753201295,branch,branch,0.7248436043821862,0.4240764508620883
10506,descending_neuron,DNg37,DNg37_R,R,xl,,potentially sexually dimorphic,acetylcholine,2.0,5.330304,2.605139888424423,0.04424270698923481,3,21351,18263,3088,11120,366,10734,686,10048,2602,312,210.3631303928958,131.5025859191667,branch,branch,1.129831202139491,0.3025812313066701
10512,ascending_neuron,ANXXX109,ANXXX109_R,R,BA,T1,,gaba,2.0,1.136606700380399,1.20298487011902,0.2185104653984723,3,4644,521,4123,2424,99,1616,1262,354,545,82,229.0380326417075,124.0621873994357,branch,branch,0.7677646686051133,0.4599068366647571
10520,descending_neuron,DNg74_b,DNg74_b_L,L,xl,MX,,gaba,2.0,2.590848,1.816251669785332,0.1202934993416432,3,30294,22671,7623,15835,602,12447,702,11745,1151,298,107.357749091989,117.3819945803186,branch,branch,0.9433786716874685,0.2382285612524019
10527,descending_neuron,DNpe017,DNpe017(hb1406000196)_L,L,xn,,potentially sexually dimorphic,acetylcholine,2.0,3.79911676947283,2.19936029471283,0.05071628166988949,3,14637,14592,45,7295,278,10374,746,9628,1215,296,223.3125894751542,165.3421538625074,branch,branch,1.038116825992762,0.3743843983705658
