root_888,superclass,cell_type,malecns_cell_type,side,dimorphism,n_planes,neck_area_um2,neck_diameter_um
720575941479889315,ascending_neuron,AN06B039,auto:AN04B003,right,isomorphic,3,0.11979879118520467,0.39055416826411266
720575941479890083,ascending_neuron,AN07B072,auto:AN07B056,left,isomorphic,3,0.05107893849206334,0.25502102735106
720575941479905898,ascending_neuron,AN09B004,AN09B004,left,isomorphic,3,0.3671428470646909,0.6837110438258391
720575941480105039,descending_neuron,DNg12_b,auto:DNg12_f,right,isomorphic,3,0.0772388281746039,0.31359772068832087
720575941480245327,sensory_ascending,SAch01,auto:LgAG1,right,isomorphic,3,0.020507013690478547,0.16158694494030962
720575941480339818,ascending_neuron,AN05B050,auto:AN05B050_c,left,isomorphic,3,0.03407425748299383,0.2082899231476064
720575941480480963,descending_neuron,DNge135,DNge135,left,isomorphic,3,0.2596541502382442,0.5749799405526576
720575941480490882,descending_neuron,DNge105,DNge105,right,isomorphic,3,0.1502912067902747,0.43744337657729776
720575941480554370,descending_neuron,DNg79,DNg79,right,isomorphic,3,0.29371522993605803,0.6115307397388705
720575941480556162,ascending_neuron,AN06A017,AN06A017,left,isomorphic,3,0.0898664332371329,0.33826246694219564
720575941480587394,descending_neuron,DNge013,DNge013,right,isomorphic,3,0.36377805688894643,0.680570795390108
720575941480673154,descending_neuron,DNg12_b,DNg12_b,right,isomorphic,3,0.04925125511544166,0.2504169435977132
720575941480693187,ascending_neuron,AN10B051,auto:AN10B045,left,isomorphic,3,0.037503505641145234,0.21851989943367714
720575941480704954,descending_neuron,DNg07,DNg07,right,isomorphic,3,0.03300445520956378,0.20499409143986821
720575941480714626,ascending_neuron,AN12A003,AN12A003,left,isomorphic,3,0.20574677368927524,0.5118250955774456
720575941480717280,ascending_neuron,AN10B037,AN10B037,right,dimorphic,3,0.021195037662337077,0.16427525712607693
720575941480759971,descending_neuron,DNge136,DNge136,left,isomorphic,3,0.29730867200844907,0.6152602361552821
720575941480772259,ascending_neuron,AN09B004,AN09B004,right,isomorphic,3,0.26426548411884243,0.5800631557758968
720575941480780451,descending_neuron,DNg50,DNg50,left,isomorphic,3,0.3741135548032478,0.6901711180547477
720575941480782755,ascending_neuron,AN05B023,auto:AN05B023a,right,dimorphic,3,0.04945288593749905,0.2509290138204453
720575941480784381,ascending_neuron,AN19B060,AN19B060,right,isomorphic,3,0.044608799577121966,0.23832265453531037
720575941480797859,descending_neuron,DNge005,auto:DNge172,left,isomorphic,3,0.4313933729458342,0.7388401144029679
720575941480799395,descending_neuron,DNg105,DNg105,left,isomorphic,3,1.1882611257857547,1.2300166888387922
720575941480901827,descending_neuron,DNge085,auto:DNg18_a,left,isomorphic,3,0.043150705303030314,0.23439535911581416
720575941480917187,descending_neuron,DNge069,DNge069,right,isomorphic,3,0.1368435391991351,0.41741418944479497
720575941480942499,descending_neuron,DNg12_e,auto:DNge177,left,isomorphic,3,0.05075518633602826,0.25421154644003285
720575941480954019,descending_neuron,DNpe031,DNpe031,right,isomorphic,3,0.361193109803887,0.6781484724514085
720575941480969123,ascending_neuron,AN01B005,AN01B005,right,isomorphic,3,0.09751580633845361,0.3523648405656486
720575941480974048,descending_neuron,DNg88,DNg88,right,isomorphic,3,0.5528329678853852,0.8389808080909698
720575941480996226,descending_neuron,DNpe008,auto:DNp17,right,isomorphic,3,0.03864518473333846,0.2218210481809202
720575941481010511,ascending_neuron,AN10B027,AN10B027,right,isomorphic,3,0.12134898520420313,0.3930729279351016
720575941481059663,ascending_neuron,AN05B052,auto:AN05B050_c,left,isomorphic,3,0.07423787401318875,0.30744527465983085
720575941481103523,descending_neuron,DNpe019,auto:DNp51,left,isomorphic,3,0.34566574105339076,0.6634118560663217
720575941481122690,descending_neuron,DNg08_b,auto:DNg08,right,isomorphic,3,0.09393470992063563,0.3458343350423432
720575941481244128,ascending_neuron,AN01B002,AN01B002,right,isomorphic,3,0.09211151273148065,0.3424617066696619
720575941481339215,ascending_neuron,AN08B031,AN08B031,left,dimorphic,3,0.04480706899350662,0.23885169483637625
720575941481381117,descending_neuron,DNg45,DNg45,left,isomorphic,3,0.3350056590335593,0.6531021763794638
720575941481407427,descending_neuron,DNg10,auto:DNg10,left,isomorphic,3,0.05507894907009615,0.2639723171730728
720575941481470883,ascending_neuron,AN27X017,auto:AN27X018,right,isomorphic,3,0.499379564561428,0.7973893712812057
720575941481742671,sensory_ascending,SApp09,SApp09,left,isomorphic,3,0.6681427844534672,0.9223371480622563
720575941482025923,sensory_ascending,SApp04,SApp04,left,isomorphic,3,0.09704931499604617,0.35152101735518637
720575941482056834,descending_neuron,DNpe049,,right,isomorphic,3,0.1275754171280532,0.40303109808490084
720575941482071631,ascending_neuron,ANXXX145,ANXXX145,left,isomorphic,3,0.07678935946969603,0.3126839444098474
720575941482115526,ascending_neuron,AN12B055,auto:AN12B076,right,isomorphic,3,0.040352899726431475,0.22666915907645063
720575941482146467,ascending_neuron,AN05B017,AN05B017,right,isomorphic,3,0.17269091642856974,0.46891033664594145
720575941482193315,ascending_neuron,AN17A024,AN17A024,right,isomorphic,3,0.10562471070008508,0.36672272709031767
720575941482233027,ascending_neuron,ANXXX462a,ANXXX462a,left,isomorphic,3,0.172084402916063,0.4680861745713821
720575941482268867,ascending_neuron,ANXXX145,ANXXX145,right,isomorphic,3,0.06528220902014409,0.28830520302643514
720575941482323651,ascending_neuron,AN19B024,AN19B024,right,isomorphic,3,0.2632756999188331,0.5789758477730192
720575941482407677,descending_neuron,DNnt008,auto:DNg12_a,right,isomorphic,3,0.05797255257034633,0.27168538135461584
720575941482418083,descending_neuron,DNge145,auto:DNge111,right,isomorphic,3,0.07470728806570194,0.308415747725652
720575941482431311,descending_neuron,DNge142,DNge142,left,isomorphic,3,0.39330535854076487,0.7076524116049795
720575941482437967,ascending_neuron,AN09B013,AN09B013,right,isomorphic,3,0.26553105622224843,0.5814504631844939
720575941482535366,descending_neuron,DNg01,auto:DNg01_a,right,isomorphic,3,0.13232944884259656,0.4104717861186109
720575941482713341,descending_neuron,DNg07,DNg07,left,isomorphic,3,0.02615516455988478,0.18248777991060378
720575941482956998,ascending_neuron,AN08B026,AN08B026,right,isomorphic,3,0.14979882771765549,0.436726219965196
720575941482975430,sensory_ascending,SApp01,auto:SApp06,left,isomorphic,3,0.06549336599852561,0.2887710918827162
720575941483052541,sensory_ascending,LgAG1,auto:LgAG1,left,dimorphic,3,0.08063774100590144,0.3204234083939966
720575941483099590,ascending_neuron,ANXXX254,ANXXX254,right,dimorphic,3,0.08679729704059967,0.3324360855385826
720575941483100099,sensory_ascending,SApp13,auto:SApp04,left,isomorphic,3,0.12275894821428732,0.3953499049405812
720575941483105475,ascending_neuron,AN08B049,auto:AN08B066,right,isomorphic,3,0.10374207064651395,0.3634398255555526
720575941483106243,ascending_neuron,AN02A002,AN02A002,left,isomorphic,3,0.9885859394832693,1.1219209916563915
720575941483124410,ascending_neuron,AN06A092,AN06A092,right,dimorphic,3,0.12825272980699948,0.4040995512376942
720575941483134659,ascending_neuron,ANXXX027,ANXXX027,right,isomorphic,3,0.19255966462056462,0.4951510675701339
720575941483161027,ascending_neuron,AN17A012,AN17A012,left,isomorphic,3,0.1725336818413341,0.46869681727012147
720575941483266246,descending_neuron,DNpe045,DNpe045,right,isomorphic,3,0.25422707145834667,0.5689393295624579
720575941483506618,ascending_neuron,AN17A014,AN17A014,right,isomorphic,3,0.1288679723214341,0.4050676467079126
720575941483554189,descending_neuron,DNge175,DNge175,left,dimorphic,3,0.18972532045454726,0.4914934187151244
720575941483566778,sensory_ascending,SApp01,auto:SApp06,left,isomorphic,3,0.2782271579627018,0.5951888943330417
720575941483582659,ascending_neuron,AN05B056,AN05B056,left,isomorphic,3,0.04736229617446677,0.2455678081890825
720575941483679674,descending_neuron,DNge076,DNge076,left,isomorphic,3,0.13507268330786373,0.4147045717146861
720575941483701178,descending_neuron,DNp67,DNp67,right,dimorphic,3,0.15600741399093127,0.44568465170468163
720575941483798781,ascending_neuron,AN10B015,AN10B015,left,isomorphic,3,0.2636160421918203,0.5793499542980898
720575941483828154,ascending_neuron,AN08B050,AN08B050,right,isomorphic,3,0.2812171062089402,0.5983784256481938
720575941483839042,ascending_neuron,AN19B104,AN19B104,right,dimorphic,3,0.010306053571429823,0.11455162572963994
720575941483848122,ascending_neuron,AN17A015,AN17A015,right,isomorphic,3,0.05293661466942132,0.25961700861367837
720575941483870018,sensory_ascending,SApp02,auto:SApp09,left,dimorphic,3,0.08485513774350531,0.3286957817632898
720575941483879430,ascending_neuron,AN07B071,auto:AN07B071_d,right,isomorphic,3,0.040107968465909014,0.22598020158807333
720575941483885709,ascending_neuron,AN19B065,auto:AN19B061,left,isomorphic,3,0.03917215033508402,0.22332830286136982
720575941483888450,sensory_ascending,SApp05,auto:SApp09,right,isomorphic,3,0.20122031511348853,0.5061636715594711
720575941483896838,ascending_neuron,AN08B101,AN08B101,right,dimorphic,3,0.05592703451799,0.26684923078036654
720575941484023549,ascending_neuron,AN10B033,auto:AN10B047,right,isomorphic,3,0.038134002083332834,0.2203490854338008
720575941484160954,ascending_neuron,AN07B085,auto:AN07B072_c,left,isomorphic,3,0.020944242382276875,0.16330045203744264
720575941484195514,descending_neuron,DNp24,DNp24,left,isomorphic,3,0.24920402507620354,0.5632907059717881
720575941484263878,descending_neuron,DNbe005,DNbe005,left,dimorphic,3,0.6181244448304416,0.8871417512019072
720575941484265981,sensory_ascending,SApp03,,left,isomorphic,3,0.00968258928571472,0.1110326779556405
720575941484372221,ascending_neuron,AN09B029_b,auto:AN09B029,right,isomorphic,3,0.20630311668892537,0.5125166205797159
720575941484465862,ascending_neuron,AN09B003,AN09B003,left,isomorphic,3,0.2186355737057436,0.5276129815764696
720575941484535482,descending_neuron,DNg64,DNg64,right,isomorphic,3,0.048598496305362365,0.24875193931033596
720575941484691642,ascending_neuron,AN17A003,AN17A003,right,isomorphic,3,0.3323201823837114,0.6504792062199551
720575941484864454,ascending_neuron,AN_GNG_90,,right,isomorphic,3,0.026496562509447538,0.18367490625171357
720575941484893949,ascending_neuron,AN09B007,AN09B007,left,isomorphic,3,0.1929183242506996,0.49561198466141965
720575941484960253,ascending_neuron,AN27X015,AN27X015,left,isomorphic,3,0.3718128924242211,0.6880456946140128
720575941484965186,ascending_neuron,AN04B003,AN04B003,right,isomorphic,3,0.40900262482363137,0.7216358609616952
720575941485069520,ascending_neuron,AN10B048,auto:AN10B053,left,isomorphic,3,0.025096011904762433,0.17875467762351827
720575941485157562,ascending_neuron,AN00A002,AN00A002,right,isomorphic,12,0.11545522342146498,0.38338587023300463
720575941485303693,ascending_neuron,AN10B037,AN10B037,right,dimorphic,3,0.020051908862434954,0.1597838643639515
720575941485358733,descending_neuron,DNge091,DNge091,right,isomorphic,3,0.18286010840758354,0.4825191407385765
720575941485651206,sensory_ascending,SApp05,auto:SApp09,left,isomorphic,3,0.06466964299533898,0.2869493802146485
720575941485705478,ascending_neuron,AN17A013,AN17A013,right,isomorphic,3,0.06499113831076808,0.28766175858918464
720575941485886672,ascending_neuron,AN06A018,AN06A018,right,isomorphic,3,0.13936708323129385,0.4212453935706361
720575941485889858,ascending_neuron,AN10B051,auto:AN10B045,right,isomorphic,3,0.03926756509539905,0.2236001267998841
720575941486250758,ascending_neuron,AN19B093,auto:AN19B102,left,isomorphic,3,0.05225763730158635,0.2579466811703672
720575941486413709,descending_neuron,DNg40,DNg40,left,isomorphic,3,0.2575608272081537,0.5726575157772065
720575941486437954,descending_neuron,DNg108,DNg108,left,isomorphic,3,1.7346728120296875,1.4861541042076167
720575941486460813,sensory_ascending,SAxx02,auto:LgAG1,left,isomorphic,3,0.06377856971988355,0.2849656068265158
720575941486574598,descending_neuron,DNg02_g,DNg02_g,left,dimorphic,3,0.08836331092240331,0.3354216179230737
720575941486575426,descending_neuron,DNge082,DNge082,left,isomorphic,3,0.19925349881999882,0.5036838632758286
720575941486587714,descending_neuron,DNp17,auto:DNpe009,left,isomorphic,3,0.08412832204170992,0.3272850538226882
720575941486681808,ascending_neuron,AN07B089,AN07B089,left,isomorphic,3,0.03078189793388361,0.19797153762958505
720575941486684226,descending_neuron,DNa14,DNa14,left,isomorphic,3,0.2644282620406388,0.5802417771720106
720575941486694541,ascending_neuron,ANXXX984,auto:AN09B042,right,female-specific,3,0.14965814935966393,0.43652110367839664
720575941486700098,descending_neuron,DNa05,DNa05,right,isomorphic,3,0.998787611730432,1.1276949428133372
720575941486700354,ascending_neuron,ANXXX433,auto:AN27X022,left,isomorphic,3,0.3108655102124182,0.6291313540880977
720575941486776642,ascending_neuron,AN00A006,AN00A006,left,dimorphic,12,0.14489554983606884,0.4275147017593648
720575941486783238,ascending_neuron,AN08B099,auto:AN08B099_g,left,dimorphic,3,0.08639936576779202,0.3316731661373743
720575941486815238,descending_neuron,DNge027,DNge027,right,isomorphic,3,0.10352010117366592,0.3630508042812967
720575941486839046,ascending_neuron,AN04B004,AN04B004,left,isomorphic,3,0.03902727135854501,0.2229149282053795
720575941486868432,ascending_neuron,AN08B100,AN08B100,left,isomorphic,3,0.055506245117843106,0.26584346195421266
720575941486980560,ascending_neuron,AN12B006,AN12B006,left,isomorphic,12,0.07844605571958424,0.31593150136012005
720575941487186896,descending_neuron,DNge112,auto:DNge089,right,isomorphic,3,0.020681025939543147,0.16227106967022806
720575941487319437,descending_neuron,DNp57,DNp57,right,isomorphic,3,0.3912810367390141,0.7058289375486704
720575941487325325,ascending_neuron,AN09B028,AN09B028,right,dimorphic,3,0.10807536587021753,0.37095259756157783
720575941487448205,descending_neuron,DNge110,DNge110,left,isomorphic,3,0.1371251530629762,0.4178434724363219
720575941487451701,sensory_ascending,SAabg01,,,dimorphic,3,0.06800874202613,0.29426420056704294
720575941487480838,descending_neuron,DNae006,DNae006,right,isomorphic,3,0.2542319753668778,0.5689448168084885
720575941487488821,ascending_neuron,AN10B019,AN10B019,left,isomorphic,3,0.5297585423701313,0.8212852886219925
720575941487560757,sensory_ascending,SAch01,auto:LgAG1,,dimorphic,3,0.047589573631726154,0.2461563061654109
720575941487659984,descending_neuron,DNge016,auto:DNg06,right,isomorphic,3,0.14566318010360757,0.4306554552305048
720575941487707189,ascending_neuron,AN16B112,AN16B112,left,isomorphic,3,0.12240560482804526,0.39478051695124544
720575941487783888,ascending_neuron,AN09B009,AN09B009,left,isomorphic,3,0.22317525135986177,0.5330624310881287
720575941487869904,ascending_neuron,AN05B062,auto:AN05B059,left,isomorphic,3,0.05751071689639765,0.27060103288524634
720575941487876560,ascending_neuron,AN00A006,AN00A006,right,dimorphic,12,0.12435371077520477,0.397734394290327
720575941487951757,descending_neuron,DNge141,DNge141,right,isomorphic,3,0.3903568273189274,0.7049948574988428
720575941487967689,ascending_neuron,AN07B072,auto:AN07B072_e,right,isomorphic,3,0.06951007527859539,0.29749449844026643
720575941488006197,sensory_ascending,SApp23,SApp23,right,isomorphic,3,0.04557894865689996,0.24090022797294872
720575941488139214,ascending_neuron,AN07B056,AN07B056,right,isomorphic,3,0.11200295322040256,0.3776328761738563
720575941488207305,ascending_neuron,AN01B011,AN01B011,left,isomorphic,3,0.05713323310023425,0.26971149716278353
720575941488256976,ascending_neuron,AN08B099,auto:AN08B099_b,left,dimorphic,3,0.06036265605029878,0.2772293648019409
720575941488498892,sensory_ascending,SAch01,,,isomorphic,3,0.024315586246393146,0.17595330619890662
720575941488529205,sensory_ascending,SApp01,auto:SApp06,left,isomorphic,3,0.11910293198356314,0.38941823646996165
720575941488722894,sensory_ascending,SApp10,auto:SApp10,left,isomorphic,3,0.1602919738220209,0.45176330060536185
720575941488756711,sensory_ascending,SApp09,SApp09,right,isomorphic,3,0.05045536307189587,0.2534595894952646
720575941488845287,descending_neuron,DNg44,DNg44,left,isomorphic,3,0.28373459661211864,0.601050836964752
720575941489036494,descending_neuron,DNg12_e,auto:DNg12_b,left,isomorphic,3,0.05249832508137113,0.2585400230640578
720575941489083596,descending_neuron,DNg02_f,auto:DNg02_e,right,isomorphic,3,0.18774066361997774,0.4889159816121557
720575941489182951,sensory_ascending,SApp01,auto:SApp06,left,isomorphic,3,0.1424222651856093,0.4258375982520517
720575941489185488,ascending_neuron,AN17A015,AN17A015,left,isomorphic,3,0.05623749580247021,0.2675888703825008
720575941489195724,descending_neuron,DNg12_a,DNg12_a,left,isomorphic,3,0.06779752187499946,0.2938068853623015
720575941489207605,descending_neuron,DNpe009,DNpe009,right,isomorphic,3,0.044731548198177616,0.2386503217327533
720575941489274057,descending_neuron,DNge046,DNge046,right,isomorphic,3,0.05121998536785457,0.255372885896504
720575941489294800,ascending_neuron,AN10B048,auto:AN10B033,left,isomorphic,3,0.03156066666666404,0.20046019270219598
720575941489375797,ascending_neuron,AN06A092,AN06A092,right,isomorphic,3,0.11489540971154036,0.3824779459698057
720575941489377737,descending_neuron,DNp17,DNp17,right,isomorphic,3,0.09641325994795408,0.35036720052334513
720575941489638094,ascending_neuron,AN17B012,AN17B012,right,isomorphic,3,0.2890968036855905,0.6067037849799785
720575941489748169,ascending_neuron,AN10B020,AN10B020,left,isomorphic,3,0.36669365182986685,0.6832926593438085
720575941489759177,ascending_neuron,AN17A068,auto:AN17A047,right,isomorphic,3,0.07991032201299028,0.31897489245935956
720575941489792206,sensory_ascending,SApp08,SApp08,left,isomorphic,3,0.10890914037518164,0.37238075179685937
720575941489802697,ascending_neuron,AN10B031,AN10B031,left,dimorphic,3,0.0450484364397931,0.23949415588617834
720575941490071605,descending_neuron,DNpe054,DNpe054,left,isomorphic,3,0.059149311067017596,0.2744289377860287
720575941490249166,ascending_neuron,ANXXX410,ANXXX410,right,isomorphic,3,0.09112939799383044,0.3406311101670752
720575941490285006,ascending_neuron,AN23B003,AN23B003,left,isomorphic,3,0.2917069693304034,0.6094365010616913
720575941490463541,ascending_neuron,AN10B029,AN10B029,left,isomorphic,3,0.06259746193813052,0.282314654135562
720575941490679497,descending_neuron,DNge145,DNge145,right,isomorphic,3,0.08939911071428552,0.3373818060085418
720575941490705865,ascending_neuron,AN14A003,AN14A003,left,isomorphic,3,0.08715537940911812,0.3331211125102789
720575941490717390,descending_neuron,DNa09,DNa09,right,dimorphic,3,1.0306439888162466,1.145537726617692
720575941490799157,descending_neuron,DNp58,DNp58,right,isomorphic,3,0.22845780009552286,0.539334316898916
720575941490868021,ascending_neuron,AN10B047,AN10B047,right,isomorphic,3,0.025092071657512177,0.178740644212985
720575941490914761,ascending_neuron,AN19A018_d,auto:AN19A018,left,isomorphic,3,0.5484826246683686,0.8356732419599785
720575941491012809,descending_neuron,MDN,MDN,left,isomorphic,3,0.4058284730236751,0.7188302026440113
720575941491055820,descending_neuron,DNp17,DNp17,left,isomorphic,3,0.10845955449735757,0.37161134776859833
720575941491057614,ascending_neuron,ANXXX264,ANXXX264,left,isomorphic,3,0.09388192099567504,0.3457371463227459
720575941491584743,ascending_neuron,ANXXX200,ANXXX200,right,isomorphic,3,0.09907571726190466,0.35517195995863354
720575941491649255,descending_neuron,oviDNa_a,auto:DNpe034,right,female-specific,3,0.15418652039225653,0.4430760375246393
720575941491649511,ascending_neuron,AN04B023,AN04B023,right,isomorphic,3,0.0973340591688845,0.3520363236704643
720575941491857461,descending_neuron,DNpe025,,left,dimorphic,3,0.21242447444835041,0.5200646509206561
720575941491875047,sensory_ascending,SApp07,auto:SApp01,right,isomorphic,3,0.09884557063749481,0.3547591991162051
720575941491877833,descending_neuron,DNp13,auto:DNp13,right,dimorphic,3,0.6228932003027835,0.8905572720337219
720575941491972327,descending_neuron,DNge084,DNge084,left,isomorphic,3,0.21134118788510345,0.5187368869153394
720575941491973941,ascending_neuron,ANXXX120,ANXXX120,right,isomorphic,3,0.2666759430717453,0.5827026311494476
720575941492003559,sensory_ascending,SAch02,auto:LgAG8,left,isomorphic,3,0.04768030978148664,0.24639086005574878
720575941492125902,descending_neuron,DNp62,DNp62,right,isomorphic,3,0.28841959813589024,0.6059927704380964
720575941492153214,ascending_neuron,AN07B069,auto:AN07B069_b,left,isomorphic,3,0.05103833877980999,0.2549196564254006
720575941492217548,descending_neuron,DNge141,DNge141,left,isomorphic,3,0.30775116447177875,0.6259720061981716
720575941492249776,sensory_ascending,SApp08,auto:SApp09,left,isomorphic,3,0.03260866647677539,0.2037612417986067
720575941492283312,ascending_neuron,AN10B046,AN10B046,right,dimorphic,3,0.021204513888889744,0.16431197646617368
720575941492358350,ascending_neuron,AN05B040,auto:AN05B029,right,isomorphic,3,0.16877043594484162,0.4635571087009292
720575941492419504,ascending_neuron,AN10B053,AN10B053,left,isomorphic,3,0.03704434388257662,0.21717809175896327
720575941492467070,ascending_neuron,AN07B062,AN07B062,left,isomorphic,12,0.06986733836881948,0.29825803945002605
720575941492471502,descending_neuron,DNg74_a,DNg74_a,right,isomorphic,3,2.050845957542545,1.6159264133318134
720575941492477644,descending_neuron,DNp49,DNp49,right,isomorphic,3,0.37278228007072073,0.6889420444148988
720575941492588976,descending_neuron,DNge103,DNge103,left,dimorphic,3,0.3153609095843186,0.6336639337585852
720575941492684208,descending_neuron,DNpe054,auto:DNpe015,left,isomorphic,3,0.06588113996998637,0.28962471003355184
720575941492697264,descending_neuron,DNp28,DNp28,left,isomorphic,3,1.1406011459937877,1.205096877371083
720575941492751820,ascending_neuron,AN09A005,,right,isomorphic,3,0.15577413436920085,0.4453513084361102
720575941492793036,ascending_neuron,AN06B023,,left,isomorphic,3,0.3234465502319082,0.6417358789747023
720575941492968423,descending_neuron,DNp37,,left,female-specific,3,0.14257501267134412,0.42606589188090643
720575941493018032,ascending_neuron,ANXXX106,ANXXX106,right,isomorphic,3,0.12370429980618769,0.39686925601136264
720575941493019111,descending_neuron,DNpe054,auto:DNp17,right,isomorphic,3,0.04664131339285535,0.2436915358197104
720575941493021104,descending_neuron,DNpe054,DNpe054,right,isomorphic,3,0.06187271138888768,0.280675582978494
720575941493106119,ascending_neuron,AN07B046,auto:AN07B046_a,right,isomorphic,3,0.06162592797939966,0.2801152771349195
720575941493128935,ascending_neuron,ANXXX086,ANXXX086,left,isomorphic,3,0.08485585680650176,0.3286971744454498
720575941493155303,ascending_neuron,AN05B005,AN05B005,left,isomorphic,3,0.13322511776259027,0.4118585780183883
720575941493311920,ascending_neuron,AN12B008,AN12B008,left,isomorphic,3,0.18070164155428192,0.4796628772643037
720575941493318832,ascending_neuron,AN01B005,AN01B005,left,isomorphic,3,0.11102335385041089,0.37597782449430184
720575941493333680,ascending_neuron,AN19A019,AN19A019,left,isomorphic,3,0.13814963904373012,0.4194014586543137
720575941493567943,sensory_ascending,SApp22,auto:SApp09,left,isomorphic,3,0.44402067016692714,0.751894058984602
720575941493928064,descending_neuron,DNg12_a,auto:DNg12_h,right,isomorphic,3,0.10204796994047571,0.36046013758550177
720575941493947006,descending_neuron,DNg46,DNg46,right,isomorphic,3,0.10752292114700696,0.3700032907553795
720575941493998464,descending_neuron,DNge087,auto:DNge087,right,isomorphic,3,0.05897072373943274,0.27401433803123953
720575941494185344,sensory_ascending,SApp17,auto:SApp08,right,isomorphic,3,0.25670668412440656,0.5717071817154588
720575941494330750,ascending_neuron,AN10B033,AN10B033,left,isomorphic,3,0.04680839476148788,0.24412762898922483
720575941494794160,descending_neuron,DNge121,auto:DNge131,left,isomorphic,3,0.2877878137201863,0.6053286916390282
720575941494960254,descending_neuron,DNg79,DNg79,left,isomorphic,3,0.2733083768049719,0.5899042577024417
720575941494975102,ascending_neuron,AN17B008,AN17B008,right,isomorphic,3,0.14445489704801773,0.4288655819160392
720575941494986951,descending_neuron,DNg02_c,auto:DNg02_e,right,isomorphic,3,0.09490889761904642,0.34762301649314137
720575941494994558,ascending_neuron,AN18B053,AN18B053,right,dimorphic,3,0.3069079432972513,0.6251138536293988
720575941495055486,descending_neuron,DNpe001,DNpe001,right,isomorphic,3,0.08184660622294311,0.32281625678614484
720575941495108551,sensory_ascending,SAch01,auto:LgAG1,,dimorphic,3,0.03552224761363819,0.21266953326595328
720575941495266247,descending_neuron,DNge067,DNge067,right,isomorphic,3,0.37622627923766633,0.6921171696280699
720575941495343047,sensory_ascending,SApp20,auto:SApp19,right,isomorphic,3,0.2623151040476222,0.577918647955533
720575941495650174,sensory_ascending,SApp07,auto:SApp08,right,isomorphic,3,0.09602095218253966,0.34965364783158437
720575941495729019,ascending_neuron,AN05B068,AN05B068,right,isomorphic,3,0.018576831168832825,0.15379452545531874
720575941495736448,ascending_neuron,AN17B013,AN17B013,,isomorphic,3,0.13928673051947985,0.42112394060926034
720575941495775431,descending_neuron,DNge085,auto:DNge179,left,isomorphic,3,0.053107108479106345,0.2600347488743346
720575941495899465,ascending_neuron,AN10B017,AN10B017,right,isomorphic,3,0.519213280103957,0.8130700341176108
720575941495918665,descending_neuron,DNg106,DNg106,left,isomorphic,3,0.12882985308248263,0.40500773262622786
720575941495929470,descending_neuron,DNg36_b,DNg36_b,right,isomorphic,3,0.04923026722582797,0.2503635816763365
720575941495964615,ascending_neuron,AN09B044,AN09B044,left,isomorphic,3,0.03239514321789289,0.20309302647402827
720575941495967969,sensory_ascending,SApp09,SApp09,left,isomorphic,3,0.18492992542428016,0.48524230447799793
720575941495998843,descending_neuron,DNg41,DNg41,right,isomorphic,3,0.20119116058505793,0.5061270015599426
720575941496013767,ascending_neuron,AN08B079,auto:AN08B079_a,left,isomorphic,3,0.017170152979582184,0.14785708560213243
720575941496095431,ascending_neuron,AN09B023,AN09B023,left,isomorphic,3,0.1496139001984126,0.43645656619494105
720575941496208071,descending_neuron,DNge058,DNge058,right,isomorphic,3,0.25523110912150776,0.5700616994502605
720575941496285822,ascending_neuron,AN07B037,auto:AN07B037_b,right,isomorphic,3,0.40835713675674135,0.7210661931428404
720575941496386171,sensory_ascending,SApp22,auto:SApp06,left,isomorphic,3,0.05984402777777879,0.2760358358671886
720575941496426695,descending_neuron,DNg02_f,DNg02_f,left,isomorphic,3,0.20126784947691592,0.5062234536623266
720575941496642944,ascending_neuron,AN07B005,AN07B005,left,isomorphic,3,0.12424385317718209,0.39773381432241556
720575941496676295,descending_neuron,DNa06,DNa06,left,isomorphic,3,0.3228214604167475,0.6411154726660089
720575941496695751,descending_neuron,DNg22,DNg22,left,isomorphic,3,0.3572157837910313,0.6744043756725686
720575941496696263,descending_neuron,DNp58,DNp58,left,isomorphic,3,0.1723422331649821,0.4684367048957875
720575941496731042,descending_neuron,DNg72,DNg72,right,isomorphic,3,0.11461505515872865,0.3820110216343178
720575941496919168,descending_neuron,DNp57,DNp57,left,isomorphic,3,0.3953705223315533,0.7095078462252059
720575941496927360,ascending_neuron,ANXXX169,ANXXX169,left,dimorphic,3,0.07322433677248658,0.30533935418765634
720575941496967040,ascending_neuron,AN07B078,auto:AN07B078_a,left,isomorphic,3,0.03992068148780383,0.225451968993506
720575941497035643,ascending_neuron,AN06B048,AN06B048,left,dimorphic,3,0.0883909391937213,0.3354740514223524
720575941497064098,sensory_ascending,SApp09,SApp09,right,isomorphic,3,0.3248942486022251,0.6431704324495723
720575941497822075,ascending_neuron,ANXXX019,,left,isomorphic,48,0.0327389223143424,0.20195595025982827
720575941497832777,sensory_ascending,SApp08,SApp08,left,isomorphic,3,0.20691342285058467,0.5132741492710038
720575941497902715,ascending_neuron,AN08B097,AN08B097,left,dimorphic,3,0.010675722222223034,0.11658795693356289
720575941498097481,ascending_neuron,AN06A092,auto:AN06A095,left,isomorphic,3,0.04788228967032895,0.24691218013845898
720575941498290850,sensory_ascending,SApp02,auto:SApp09,left,isomorphic,3,0.1499638749261467,0.4369667445443508
720575941498434683,descending_neuron,DNge094,DNge094,right,isomorphic,3,0.05406940908653975,0.26238008653372524
720575941498438523,ascending_neuron,ANXXX099,ANXXX099,left,isomorphic,3,0.07893084442901245,0.3170139940544546
