root_888,superclass,cell_type,malecns_cell_type,side,dimorphism,n_planes,neck_area_um2,neck_diameter_um
720575941351919408,ascending_neuron,AN08B018,AN08B018,right,isomorphic,3,0.3732941661954367,0.6894148926582382
720575941352057904,descending_neuron,DNpe054,auto:DNpe008,right,isomorphic,3,0.07547669941077378,0.3099998683804339
720575941352918576,descending_neuron,DNg70,DNg70,left,isomorphic,3,0.5892536520309717,0.8661761089094102
720575941352944432,ascending_neuron,AN17B007,auto:AN17B011,right,isomorphic,3,0.05013802250688536,0.2526612612779966
720575941352987696,sensory_ascending,SApp17,auto:SApp09,left,isomorphic,3,0.3741936632175009,0.6902450067894976
720575941353080624,descending_neuron,DNge036,DNge036,right,isomorphic,3,0.5931664407245955,0.8690471615167734
720575941353112112,ascending_neuron,AN07B046,auto:AN07B046_b,left,isomorphic,3,0.040103071761073424,0.2259664064226156
720575941353247536,ascending_neuron,AN10B046,auto:AN10B037,right,dimorphic,3,0.02151203690476271,0.1654991724297922
720575941353771056,descending_neuron,DNge100,DNge100,left,isomorphic,3,0.06224093045162539,0.28150952728481576
720575941353897264,ascending_neuron,AN05B097,AN05B097,right,isomorphic,3,0.17621852208114114,0.4736754066114214
720575941354281776,descending_neuron,DNc01,,right,isomorphic,12,0.09981441659804269,0.3426104004390721
720575941390285462,descending_neuron,DNg05_b,DNg05_b,right,isomorphic,3,0.09665765993015119,0.3508109960144235
720575941390308246,descending_neuron,DNge118,auto:DNge108,left,isomorphic,3,0.09272418191964275,0.34359874151880465
720575941390604438,ascending_neuron,AN07B072,auto:AN06A060,right,isomorphic,3,0.093379756944444,0.3448112515847243
720575941390619140,descending_neuron,DNg10,DNg10,right,isomorphic,3,0.03938830396825466,0.223943622843855
720575941390623382,descending_neuron,DNp20,DNp20,right,isomorphic,3,9.486416058415172,3.4754107762083133
720575941390722710,descending_neuron,DNge025,auto:DNge024,right,isomorphic,3,0.05858517559523804,0.2731171219515731
720575941391682052,ascending_neuron,AN10B047,AN10B047,left,dimorphic,3,0.052447429277318,0.25841466865404916
720575941391756548,descending_neuron,DNfl028,auto:DNge019,,isomorphic,3,0.12748207643578796,0.4028836320365918
720575941392278678,ascending_neuron,AN07B089,AN07B089,left,dimorphic,3,0.018806228093436385,0.15474118164170964
720575941392665750,sensory_ascending,SAxx02,auto:LgAG1,left,isomorphic,3,0.09664658130341583,0.35079089095780563
720575941392742148,ascending_neuron,AN08B079_b,AN08B079_b,left,dimorphic,3,0.033674398015873706,0.20706418135197044
720575941392812548,descending_neuron,DNp26,DNp26,right,isomorphic,3,2.037192976132112,1.6105386234015382
720575941393196950,descending_neuron,DNpe008,DNpe008,right,isomorphic,3,0.05748641219323012,0.27054384725838104
720575941393242628,descending_neuron,DNp30,DNp30,right,isomorphic,12,0.2110894803414138,0.5179908940731107
720575941393488790,ascending_neuron,AN07B046,auto:AN07B046_b,left,isomorphic,3,0.04974419588988221,0.2516669968987797
720575941393722006,ascending_neuron,AN08B081,AN08B081,right,dimorphic,3,0.1138951578351952,0.3808094259726556
720575941393745046,ascending_neuron,AN04A001,AN04A001,right,dimorphic,3,0.19248783730187108,0.4950587099862908
720575941393748630,ascending_neuron,AN01A006,AN01A006,right,isomorphic,3,0.10551686070526548,0.3665354548829564
720575941393864342,ascending_neuron,ANXXX041,ANXXX041,right,isomorphic,3,0.6307572744833577,0.89616131639431
720575941394119830,descending_neuron,DNp42,DNp42,right,isomorphic,3,0.4734950763805228,0.7764487462061344
720575941394131094,descending_neuron,DNg26,DNg26,left,isomorphic,3,0.26409956868584716,0.5798810348669121
720575941394278916,descending_neuron,DNbe004,DNbe004,left,isomorphic,3,0.5317588102719281,0.8228343366070362
720575941394289668,descending_neuron,DNpe055,DNpe055,left,isomorphic,3,0.4484514584613757,0.7556362423859656
720575941394658198,descending_neuron,DNge043,DNge043,right,isomorphic,3,0.5256496306172037,0.8180940632820012
720575941399010595,sensory_ascending,SApp19,auto:SApp10,right,isomorphic,3,0.2064250482411464,0.5126680548312829
720575941399042851,descending_neuron,DNge077,DNge077,left,isomorphic,3,0.088016212136245,0.3347621870368069
720575941399099427,descending_neuron,DNfl033,auto:DNge056,right,isomorphic,3,0.3753919257168866,0.6913492927580275
720575941399380515,descending_neuron,DNg12_e,DNg12_e,right,isomorphic,3,0.1429312957680133,0.4265979113311177
720575941399595555,ascending_neuron,AN06A062,AN06A062,left,isomorphic,3,0.061925684467664846,0.28079570918912367
720575941400285475,descending_neuron,DNge125,DNge125,right,isomorphic,3,0.4890143211131795,0.7890705745262077
720575941400290851,descending_neuron,DNg49,DNg49,right,isomorphic,3,0.5584000561491265,0.843194540584439
720575941400319779,ascending_neuron,AN08B022,AN08B022,right,dimorphic,3,0.09811640964904418,0.3534482886542213
720575941400480803,sensory_ascending,LgAG1,auto:LgAG1,left,dimorphic,3,0.02085189521728347,0.16294004287872066
720575941400910115,sensory_ascending,SAch01,auto:LgAG1,right,isomorphic,3,0.04222485719696901,0.23186711270461813
720575941401375011,ascending_neuron,AN10B051,auto:AN10B045,left,isomorphic,3,0.04193199973821722,0.23106163735359156
720575941401753635,descending_neuron,DNg06,DNg06,left,isomorphic,3,0.18058370562687012,0.4795063243993188
720575941401766435,descending_neuron,DNbe007,DNbe007,left,isomorphic,3,0.22690171759087507,0.5374944089058343
720575941401783587,ascending_neuron,ANXXX196,ANXXX196,left,isomorphic,3,0.07587192078546509,0.3108104404280331
720575941401786403,descending_neuron,DNpe004,DNpe004,right,isomorphic,3,0.1437452671756011,0.4278108910914923
720575941401813027,ascending_neuron,AN17B002,AN17B002,right,isomorphic,3,0.5393559487089291,0.8286913313075978
720575941401814307,descending_neuron,DNge050,DNge050,left,isomorphic,3,1.2167735590530337,1.2446863911742863
720575941401962787,descending_neuron,DNg104,DNg104,left,isomorphic,3,0.15358025204476508,0.4422040820636872
720575941402226211,sensory_ascending,SAxx02,auto:LgAG1,right,dimorphic,3,0.09393260709776202,0.34583046409612533
720575941402279971,ascending_neuron,AN08B089,AN08B089,right,dimorphic,3,0.08822069581650048,0.3351508295941103
720575941402551331,descending_neuron,DNb03,DNb03,left,isomorphic,3,0.17573840601907276,0.4730296904764091
720575941402821923,descending_neuron,DNp05,DNp05,left,isomorphic,3,0.8678661066592531,1.0511904901272202
720575941403220771,ascending_neuron,ANXXX046,auto:AN05B102d,right,dimorphic,3,0.34112342484126984,0.6590385680242075
720575941403931248,ascending_neuron,ANXXX092,ANXXX092,left,isomorphic,3,0.09829763290644547,0.3537745516149329
720575941403959920,ascending_neuron,AN08B100,AN08B100,right,isomorphic,3,0.02494864761904839,0.17822907937885774
720575941404711792,descending_neuron,DNpe016,DNpe016,left,isomorphic,3,0.2704014662754958,0.5867587577670509
720575941404748144,descending_neuron,DNge106,DNge106,left,isomorphic,3,0.19244272529240503,0.49500069488728576
720575941404754544,ascending_neuron,ANXXX169,ANXXX169,left,dimorphic,3,0.13613055315176556,0.41632535776661483
720575941404813680,descending_neuron,DNg36_b,DNg36_b,left,isomorphic,3,0.04948404803443223,0.2510080612072318
720575941404874352,descending_neuron,DNge173,DNge173,right,isomorphic,3,0.06646676606060442,0.2909091180403642
720575941404900464,ascending_neuron,AN08B099_a,AN08B099_a,right,dimorphic,3,0.07640042786919347,0.31189108034335244
720575941404923248,ascending_neuron,ANXXX043,auto:ANXXX027,right,isomorphic,3,0.21372567208917703,0.5216550368098064
720575941404981360,descending_neuron,DNp17,DNp17,left,isomorphic,3,0.0912215928490235,0.3408033734415008
720575941405005168,sensory_ascending,LgAG3,auto:LgAG1,,isomorphic,3,0.02760435194444457,0.18747520503376922
720575941405473327,descending_neuron,DNge015,auto:DNg110,left,isomorphic,3,0.05886125778218835,0.2737598967364149
720575941405745776,descending_neuron,DNg106,DNg106,left,isomorphic,3,0.1346612430029463,0.4140724812572582
720575941405855918,ascending_neuron,AN12B055,AN12B055,left,isomorphic,3,0.05330677528344761,0.26052311661961297
720575941405864110,sensory_ascending,SApp09,SApp09,left,isomorphic,3,0.16712257355178609,0.46128848832812297
720575941405864622,sensory_ascending,SApp17,auto:SApp06,left,dimorphic,3,0.4803988592145141,0.7820887576212686
720575941406194800,descending_neuron,DNg14,DNg14,left,isomorphic,3,0.49121082778264186,0.7908407239988046
720575941406270576,ascending_neuron,ANXXX433,auto:AN27X021,right,isomorphic,3,0.14767976082471493,0.4336262347218601
720575941407235502,ascending_neuron,AN08B098,AN08B098,left,dimorphic,3,0.08042532324451133,0.32000109679971395
720575941407397294,sensory_ascending,SAch01,auto:LgAG1,left,dimorphic,3,0.03449593125624307,0.20957476901553393
720575941407465902,sensory_ascending,SNxx27,SNxx27,right,isomorphic,3,0.060232739722220194,0.27693086881398976
720575941407499055,ascending_neuron,AN12B089,auto:AN12B080,right,dimorphic,3,0.029017973802741414,0.19221558665659597
720575941407841071,descending_neuron,DNp07,DNp07,left,isomorphic,3,0.7868706730193779,1.0009369897654117
720575941408363950,ascending_neuron,AN17A076,AN17A076,right,isomorphic,3,0.1567365636915486,0.44672496124347155
720575941408617519,ascending_neuron,ANXXX987,auto:ANXXX074,left,female-specific,3,0.07783323235705225,0.31480207961758977
720575941408634671,ascending_neuron,ANXXX318,auto:ANXXX071,right,dimorphic,3,0.032811826719577025,0.20439499826160937
720575941408639535,descending_neuron,DNge148,DNge148,right,isomorphic,3,0.2896432961053076,0.6072769536782322
720575941408800047,ascending_neuron,AN01B011,AN01B011,right,isomorphic,3,0.08555088023809697,0.330040548730072
720575941408820271,ascending_neuron,AN09B004,AN09B004,left,isomorphic,3,0.2742615020307585,0.590931967305903
720575941408856879,ascending_neuron,AN01B002,AN01B002,right,isomorphic,3,0.09164812607323276,0.34159920713800507
720575941409225902,descending_neuron,DNg102,DNg102,right,isomorphic,3,0.3935179529759793,0.7078436404265063
720575941409519022,descending_neuron,DNp02,DNp02,left,isomorphic,3,4.896359290960835,2.4968456649306057
720575941409588271,descending_neuron,DNpe026,DNpe026,right,isomorphic,3,0.26731871230329973,0.5834044528046074
720575941409701035,sensory_ascending,SApp10,SApp10,right,isomorphic,3,0.22419577789115297,0.5342798238504588
720575941409888303,ascending_neuron,AN05B102,auto:AN05B102b,left,dimorphic,3,0.12830139299232612,0.4041762081103198
720575941410113451,ascending_neuron,AN19B015,AN19B015,left,isomorphic,3,0.1301401441249499,0.4070621302177589
720575941411184043,ascending_neuron,AN05B071,auto:AN05B054_a,right,isomorphic,3,0.042834512592049796,0.23353499804452024
720575941411290539,ascending_neuron,AN04B003,AN04B003,left,isomorphic,3,0.16580405995285577,0.45946521719235256
720575941411344043,ascending_neuron,AN18B032,auto:AN18B053,right,dimorphic,3,0.4874271658822177,0.7877890217434015
720575941411405995,ascending_neuron,AN17A004,AN17A004,right,isomorphic,3,0.15447616018759047,0.44349200203575684
720575941411441323,descending_neuron,DNae009,DNae009,right,isomorphic,3,0.732242638877221,0.9655673379727108
720575941411472555,descending_neuron,DNb09,DNb09,right,isomorphic,3,0.9147254633318356,1.0791962900651055
720575941411527057,ascending_neuron,AN07B082,auto:AN07B110,right,isomorphic,3,0.04640962310606034,0.2430855145723224
720575941411590804,sensory_ascending,SApp06,auto:SApp06,left,isomorphic,3,0.0688792861020935,0.29614157235739896
720575941411719279,ascending_neuron,ANXXX169,ANXXX169,right,dimorphic,3,0.121714209285716,0.39366399939382996
720575941411740817,ascending_neuron,AN17B008,AN17B008,left,isomorphic,3,0.13706237155749304,0.417747808566585
720575941412047787,ascending_neuron,AN19B014,AN19B014,right,isomorphic,3,0.13506612045402858,0.41469449684801946
720575941412103535,ascending_neuron,AN12B089,AN12B089,left,dimorphic,3,0.034917563433707166,0.21085166010632803
720575941412619631,descending_neuron,DNpe027_ab,,right,isomorphic,3,0.31477883970341286,0.6330788786211684
720575941412623215,descending_neuron,DNg12_e,auto:DNge019,left,isomorphic,3,0.09001793892856824,0.3385474849698457
720575941412626799,ascending_neuron,ANXXX214,ANXXX214,left,dimorphic,3,0.19509980150284362,0.4984062423800501
720575941412778897,sensory_ascending,SAabg01,SAxx01,left,isomorphic,3,0.09500130490269015,0.3477922054956775
720575941412795759,ascending_neuron,AN08B048,AN08B048,left,dimorphic,3,0.23140946409692006,0.54280722242263
720575941413167215,ascending_neuron,AN07B049,AN07B049,left,isomorphic,3,0.14170366893106962,0.42476195088201735
720575941413189999,descending_neuron,DNp38,DNp38,right,isomorphic,3,0.35643672202611093,0.6736685607028275
720575941413382289,ascending_neuron,AN19B104,auto:AN19B106,left,dimorphic,3,0.03564649017857027,0.21304112496503877
720575941413514607,descending_neuron,DNge099,DNge099,right,isomorphic,3,0.32104670275037367,0.6393507313271886
720575941413523604,ascending_neuron,AN02A046,AN02A046,right,isomorphic,3,0.1620501995739879,0.45423421527866725
720575941413558639,descending_neuron,DNge091,auto:DNge111,right,isomorphic,3,0.056145750312501436,0.2673705099047078
720575941413566748,ascending_neuron,AN19B059,AN19B059,right,isomorphic,3,0.061909370261220974,0.2807587191989549
720575941413642268,descending_neuron,DNg78,DNg78,left,isomorphic,3,0.40445887282618737,0.7176162143522901
720575941413706641,sensory_ascending,SApp23,SApp23,left,isomorphic,3,0.07835071507213406,0.31584684387867235
720575941414315409,sensory_ascending,SApp08,auto:SApp06,left,isomorphic,3,0.028723658030302645,0.19123832584926861
720575941414341521,descending_neuron,DNpe055,DNpe055,right,isomorphic,3,0.3438658451306163,0.6616823951897752
720575941414353436,descending_neuron,DNg10,DNg10,left,isomorphic,3,0.029234597222221978,0.1929317113844631
720575941414491028,descending_neuron,DNge102,auto:DNge182,right,isomorphic,3,0.11409119113086073,0.3811370045715183
720575941414908561,ascending_neuron,AN06B031,AN06B031,right,isomorphic,3,0.1151946408611622,0.3829756808023151
720575941414947220,descending_neuron,DNpe031,DNpe031,left,isomorphic,3,0.2996243220362635,0.6176516294652139
720575941415224348,descending_neuron,DNge116,auto:DNge115,left,dimorphic,3,0.04873790174602865,0.2491084579665263
720575941415395473,ascending_neuron,AN05B078,auto:ANXXX102,right,isomorphic,3,0.05975433533950713,0.2758289011753959
720575941415445908,ascending_neuron,ANXXX094,ANXXX094,left,isomorphic,3,0.18561430279356245,0.48613935284567333
720575941415497617,ascending_neuron,AN11B008,AN11B008,left,isomorphic,3,0.26335568615740756,0.5790637909129477
720575941415598737,descending_neuron,DNb08,DNb08,right,isomorphic,3,0.33302059588764954,0.6511643355524191
720575941415605276,ascending_neuron,AN10B037,AN10B037,right,isomorphic,3,0.02753821689815556,0.1872504919785947
720575941415707420,descending_neuron,DNg24,DNg24,left,isomorphic,3,0.3586578270531485,0.6757642550718805
720575941415777937,descending_neuron,DNge091,DNge091,left,isomorphic,3,0.18322846467529438,0.4830048932937374
720575941415987228,sensory_ascending,SApp01,auto:SApp06,left,isomorphic,3,0.046634235454547646,0.24367304471200876
720575941416654620,ascending_neuron,AN17A018,AN17A018,right,isomorphic,3,0.12904349569805293,0.4053434120762577
720575941416656668,sensory_ascending,SApp08,SApp08,left,isomorphic,3,0.08092717739729838,0.3209979478221597
720575941416724764,ascending_neuron,AN05B097,AN05B097,left,isomorphic,3,0.23500113198395237,0.5470034134258172
720575941416742172,ascending_neuron,AN19A018_c,auto:AN19A018,right,isomorphic,3,0.11663225556958616,0.3853580153349026
720575941416780828,ascending_neuron,AN10B029,AN10B029,right,isomorphic,3,0.06609517027778065,0.2900947853955229
720575941417243164,descending_neuron,DNpe046,R7y,right,female-specific,3,0.14307660363023542,0.4268147017950697
720575941424975956,ascending_neuron,AN06B999,auto:AN06B057,right,female-specific,3,0.0831670402125863,0.32540984068900614
720575941425381716,descending_neuron,DNge085,auto:DNge116,right,isomorphic,3,0.057547106642017495,0.2706866303711881
720575941425384532,ascending_neuron,AN19B060,AN19B060,right,isomorphic,3,0.06847037357864173,0.2952612187252439
720575941426612564,descending_neuron,DNg02_a,auto:DNg92_b,right,dimorphic,3,0.0565024894097207,0.2682185748460314
720575941427920632,sensory_ascending,SApp23,SApp23,right,isomorphic,3,0.086689398500883,0.3322293940647476
720575941427934548,descending_neuron,DNpe020,DNpe020,left,isomorphic,12,0.1290853169891738,0.40490368102003227
720575941427950676,ascending_neuron,AN07B036,AN07B036,right,isomorphic,3,0.1404217052601774,0.4228362189742069
720575941428164233,descending_neuron,DNge174,DNge174,right,isomorphic,3,0.06715157878151119,0.29240390831180546
720575941428193199,sensory_ascending,SApp07,auto:SApp01,left,isomorphic,3,0.24982891099824628,0.5639964972418611
720575941428247800,ascending_neuron,AN12B089,auto:AN12B080,left,dimorphic,3,0.04432929829545437,0.2375748631066291
720575941428274313,ascending_neuron,AN06A112,AN06A112,right,isomorphic,3,0.04347608541666496,0.23527743453799715
720575941428310100,sensory_descending,LN-DN2,LN-DN2,right,dimorphic,3,0.11026839463203353,0.3746973186185987
720575941428311380,sensory_ascending,SApp09,auto:SApp08,,isomorphic,3,0.031606266203703784,0.2006049550534138
720575941428365193,descending_neuron,DNg12_b,auto:DNg12_g,right,isomorphic,3,0.10757816962632173,0.3700983379028606
720575941428495535,sensory_ascending,SApp10,SApp10,right,isomorphic,3,0.24169088909372574,0.5547345289382409
720575941428550537,sensory_ascending,SApp13,SApp13,right,isomorphic,3,0.07429564098422813,0.3075648681214513
720575941428563540,descending_neuron,DNpe043,DNpe043,right,isomorphic,3,0.2724660360262721,0.588994509028637
720575941428568404,ascending_neuron,AN01A055,auto:AN01A089,left,isomorphic,12,0.2402287091869174,0.5527599461397452
720575941429113775,descending_neuron,DNg10,DNg10,right,isomorphic,3,0.05460850939153178,0.26368487563062804
720575941429194633,ascending_neuron,AN07B072,auto:AN07B049,right,isomorphic,3,0.16942291161949277,0.4644523127922916
720575941429327063,ascending_neuron,AN16B112,auto:AN16B078_a,right,dimorphic,3,0.06600468030072629,0.28989613501474404
720575941429383521,descending_neuron,DNg12_a,auto:DNg12_g,left,isomorphic,3,0.10365284196428577,0.36328349441326535
720575941429542615,sensory_ascending,SApp22,auto:SApp09,right,dimorphic,3,0.2576986792010317,0.5728107444739269
720575941429552815,ascending_neuron,AN05B076,AN05B076,left,isomorphic,3,0.08363944491805632,0.32633272708903677
720575941429866593,descending_neuron,DNge095,auto:DNge108,left,isomorphic,3,0.07472671342623467,0.3084558421919968
720575941430003960,ascending_neuron,AN10B020,AN10B020,right,isomorphic,3,0.19972990978396293,0.5042856525852466
720575941430035119,sensory_ascending,SApp17,auto:SApp08,left,isomorphic,3,0.0888379617424243,0.3363212838405029
720575941430069641,descending_neuron,DNge088,DNge088,left,isomorphic,3,0.3115209336324764,0.6297942296605195
720575941430071310,ascending_neuron,AN07B071,auto:AN07B069_b,right,isomorphic,3,0.06410860122654896,0.2857019535097709
720575941430081550,ascending_neuron,AN08B097,AN08B097,left,dimorphic,3,0.052311564607820556,0.2580797409825992
720575941430097071,ascending_neuron,AN07B045,AN07B045,left,isomorphic,3,0.0161115387182819,0.14322656255963206
720575941430108809,ascending_neuron,AN08B079,auto:AN08B079_b,left,isomorphic,3,0.04542672823866971,0.24049762323443402
720575941430120289,descending_neuron,DNge023,DNge023,right,isomorphic,3,0.4696950223894587,0.7733267591849686
720575941430133006,ascending_neuron,AN08B111,AN08B111,left,dimorphic,3,0.047455572138278564,0.245809501574875
720575941430250377,descending_neuron,DNg91,DNg91,left,isomorphic,3,0.5977426381842055,0.8723930103516723
720575941430266505,sensory_ascending,SApp07,auto:SApp08,left,isomorphic,3,0.05723422269177158,0.2699497650366493
720575941430452750,ascending_neuron,ANXXX169,ANXXX169,right,dimorphic,3,0.05891731319694911,0.2738902207671944
720575941430513289,descending_neuron,DNg36_b,DNg36_b,left,isomorphic,3,0.06550639041732122,0.288799803864535
720575941430610095,descending_neuron,DNge109,DNge109,left,isomorphic,3,0.03495379814814721,0.2109610344137318
720575941430630392,descending_neuron,DNge091,DNge091,left,isomorphic,3,0.09556190095474007,0.348816844870829
720575941430975329,descending_neuron,DNpe015,DNpe015,right,isomorphic,3,0.050007391468253226,0.2523319011667605
720575941431071113,ascending_neuron,AN04B001,AN04B001,right,isomorphic,3,0.21142733520850668,0.5188426004343203
720575941431097737,descending_neuron,DNge049,DNge049,left,dimorphic,3,0.7496117929796045,0.9769520858371001
720575941431101615,ascending_neuron,AN10B061,AN10B061,right,isomorphic,3,0.014003900974026245,0.1335302231732033
720575941431111087,ascending_neuron,ANXXX026,ANXXX026,left,isomorphic,3,0.17403568294442184,0.4707325288524565
720575941431184559,descending_neuron,DNge136,DNge136,right,isomorphic,3,0.258128148284947,0.5732878561470289
720575941431211951,descending_neuron,DNg29,DNg29,right,isomorphic,3,1.0687926549317872,1.1665457870918032
720575941431229615,ascending_neuron,AN19A018_d,auto:AN19A018,right,isomorphic,3,0.44044435259879045,0.7488599114547776
720575941431332088,ascending_neuron,AN05B071,auto:AN05B067,left,isomorphic,3,0.06353808970458459,0.2844278615199418
720575941431407575,ascending_neuron,AN08B098,AN08B098,right,dimorphic,3,0.05087257575757672,0.25450535396545604
720575941431469304,descending_neuron,DNp46,DNp46,left,isomorphic,3,0.08441883027778091,0.3278496500378744
720575941431577007,descending_neuron,DNg02_a,auto:DNge015,right,dimorphic,3,0.1545377776948511,0.44358044334322944
720575941431727497,sensory_ascending,SApp09,SApp09,right,isomorphic,3,0.21575514388426217,0.5241259211043349
720575941431747086,descending_neuron,DNg73,DNg73,left,isomorphic,12,0.2787627460897639,0.5931606109376135
720575941431795927,ascending_neuron,AN08B057,AN08B057,left,isomorphic,3,0.05903152061587402,0.27415555152865284
720575941431800078,ascending_neuron,ANXXX148,auto:ANXXX007,left,isomorphic,3,0.07322467305462824,0.30534005532104036
720575941431816184,ascending_neuron,AN10B033,AN10B033,right,dimorphic,3,0.016284745056080824,0.14399437968661327
720575941431875832,descending_neuron,DNpe007,DNpe007,right,isomorphic,3,0.3033651588717735,0.6214953875696965
720575941432046945,descending_neuron,DNge121,DNge121,right,isomorphic,3,0.3067814185865505,0.6249849868071607
720575941432054191,sensory_ascending,SApp19,auto:SApp10,right,isomorphic,3,0.11422484980158863,0.3813601916283569
720575941432109582,ascending_neuron,AN19B018,AN19B018,left,isomorphic,3,0.12308303182529216,0.39587142282041343
720575941432123640,descending_neuron,DNa01,DNa01,right,isomorphic,3,0.5192821289062856,0.8131239397519575
720575941432162145,ascending_neuron,ANXXX154,ANXXX154,right,isomorphic,12,0.06746188198299898,0.2912610386487072
720575941432245463,ascending_neuron,AN19B059,AN19B059,right,isomorphic,3,0.05517687554112269,0.2650535415607341
720575941432255959,descending_neuron,DNge052,DNge052,right,isomorphic,3,0.15237223950892717,0.44046153164904606
720575941432269271,descending_neuron,DNg101,DNg101,right,dimorphic,3,0.39262380000000285,0.7070390005962848
720575941432274647,ascending_neuron,AN17A015,AN17A015,right,isomorphic,3,0.08886665750642404,0.3363755974288488
720575941432295639,descending_neuron,DNg02_b,DNg02_b,right,isomorphic,3,0.129283150254287,0.40571963148422585
720575941432405167,descending_neuron,DNp102,DNp102,left,isomorphic,3,1.1983762530445354,1.235240881305284
720575941432468183,ascending_neuron,AN10B029,AN10B029,right,isomorphic,3,0.06747090836193784,0.2930983259004077
720575941432771982,ascending_neuron,AN16B078,auto:AN16B078_d,left,dimorphic,3,0.08142629277944137,0.3219862977643117
720575941432832097,ascending_neuron,AN07B062,AN07B062,left,isomorphic,3,0.04513281580638221,0.23971834691974256
720575941432905943,descending_neuron,DNg110,DNg110,left,isomorphic,3,0.09669638817460095,0.3508812694587209
720575941432966432,ascending_neuron,AN14A003,AN14A003,right,isomorphic,3,0.09619467209026404,0.3499697994086862
720575941433030414,descending_neuron,DNge025,DNge025,right,isomorphic,3,0.13004263981601702,0.40690961098935013
720575941433031182,descending_neuron,DNge102,auto:DNge182,right,isomorphic,3,0.11408808650793426,0.38113181883053016
720575941433044750,sensory_ascending,SApp12,auto:SApp09,left,isomorphic,3,0.09285924357614654,0.3438488927062939
720575941433051406,ascending_neuron,AN07B015,AN07B015,right,isomorphic,3,0.14407158297903067,0.42829620208623753
720575941433061646,ascending_neuron,AN08B032,AN08B032,right,isomorphic,3,0.2058615399508112,0.5119678245802664
720575941433063694,sensory_ascending,SApp09,SApp09,left,isomorphic,3,0.3414663397470965,0.6593697346420865
720575941433073166,sensory_ascending,SApp07,auto:SApp06,left,isomorphic,3,0.28713369555338164,0.6046403689835078
720575941433116046,descending_neuron,DNg02_b,auto:DNg02_g,right,isomorphic,3,0.17503700526036314,0.4720847772270475
720575941433155799,descending_neuron,DNp09,DNp09,right,isomorphic,3,0.5207658570398344,0.8142847675911761
720575941433210977,ascending_neuron,ANXXX027,ANXXX027,right,isomorphic,3,0.3660412424732918,0.6826845427582108
720575941433235744,descending_neuron,DNg12_e,auto:DNg12_g,right,isomorphic,3,0.15526910173611164,0.4446287894479219
720575941433327374,ascending_neuron,AN08B026,AN08B026,right,isomorphic,3,0.2526235870104679,0.5671422580927751
720575941433415200,descending_neuron,DNp60,DNp60,left,isomorphic,3,0.1717946726716958,0.46769196146655784
720575941433591511,ascending_neuron,AN05B060,auto:AN05B068,right,isomorphic,3,0.027368612698412568,0.1866729760092762
720575941433654048,descending_neuron,DNge175,DNge175,right,dimorphic,3,0.2568200893533546,0.5718334492202332
720575941434014734,descending_neuron,DNge001,DNge001,left,isomorphic,3,0.09425449301947883,0.3464224989537556
720575941434224526,descending_neuron,DNge110,auto:DNge183,right,isomorphic,3,0.11628167007189315,0.38477840462190915
720575941434410126,sensory_ascending,SApp11,SApp11,right,isomorphic,3,0.09405201871492774,0.34605021238256395
720575941434500110,ascending_neuron,ANXXX380,ANXXX380,left,isomorphic,3,0.04302581666666675,0.23405591473945997
720575941434703392,sensory_ascending,SApp15,auto:SApp06,right,isomorphic,3,0.06311064236877738,0.28346951433543216
720575941434720910,sensory_ascending,SApp11,SApp11,left,isomorphic,3,0.10995758784108155,0.3741688777583664
720575941434859296,ascending_neuron,AN07B072,auto:AN07B072_b,right,isomorphic,3,0.057434046293292025,0.2704205963952624
720575941434874912,descending_neuron,DNg03,auto:DNg110,left,dimorphic,3,0.10586331125610396,0.3671366969234738
720575941434954126,ascending_neuron,AN10B031,auto:AN10B045,right,isomorphic,3,0.08095738361140901,0.3210578487630233
720575941435317134,ascending_neuron,AN05B054,auto:AN05B054_b,left,isomorphic,3,0.035539983333333705,0.21272261797756503
720575941435340430,ascending_neuron,AN08B025,AN08B025,right,isomorphic,3,0.19130052704825687,0.4935295289711845
720575941435418656,sensory_ascending,SApp08,auto:SApp06,left,isomorphic,3,0.1340435489550247,0.413121709967149
720575941435430542,descending_neuron,DNg42,DNg42,right,isomorphic,3,0.2624684105867295,0.5780875016836199
720575941435430700,ascending_neuron,AN07B082,auto:AN07B110,right,isomorphic,3,0.011031527777778872,0.11851488263299455
720575941435493164,sensory_ascending,LgAG2,auto:LgAG8,right,isomorphic,3,0.05234328512856494,0.2581579759121086
720575941435787052,sensory_ascending,SAch01,auto:LgAG1,left,dimorphic,3,0.03303968518518537,0.20510347077360375
720575941435949198,descending_neuron,DNge153,DNge153,right,isomorphic,3,0.17158945083604607,0.4674125311369432
720575941435983136,ascending_neuron,AN09B012,AN09B012,right,dimorphic,3,0.45034815718565846,0.7572325155640025
720575941435997984,descending_neuron,DNge034,DNge034,left,isomorphic,3,0.08171199665889979,0.3225506865988332
720575941435998094,ascending_neuron,AN27X017,auto:AN27X024,left,isomorphic,27,0.061939290587068464,0.2808265552762025
720575941436005650,sensory_ascending,SApp14,auto:SApp14,left,isomorphic,3,0.04453269816176523,0.2381192817335765
720575941436012832,ascending_neuron,ANXXX986,,right,female-specific,3,0.11808122317821107,0.3877443524297893
720575941436027168,ascending_neuron,AN19B060,AN19B060,right,isomorphic,3,0.10032810051053277,0.35740971589783954
720575941436032544,sensory_ascending,SApp06,SApp06,left,isomorphic,3,0.28315321797438514,0.6004347377892142
