type,n,d_med,area,sumd,pop
AN09B029,4,0.6794660704301266,1.5567892347239682,2.7150126379746387,3-4
AN09B030,4,0.48176956154351835,0.8258996665645316,2.0180800881333005,3-4
AN09B032,4,0.3292618455137357,0.3813457443559586,1.3665176214526946,3-4
AN09B033,6,0.5410701395246231,1.4174808332867204,3.2651842663308237,5-8
AN09B034,2,0.709576464045813,0.7925397491577787,1.419152928091626,1-2
AN09B035,6,0.32843897979864045,0.5268588950931153,2.00018418717066,5-8
AN09B036,2,0.7717655328288864,0.9497991414581679,1.5435310656577728,1-2
AN09B037,4,0.41291977817557535,0.6120462737729839,1.7539489754022104,3-4
AN09B040,6,0.30555730692605565,0.4338946495933663,1.8121327980683593,5-8
AN09B042,2,0.3619717469799342,0.20585574187726227,0.7239434939598683,1-2
AN09B044,2,0.3164648863850394,0.15788937890049354,0.6329297727700788,1-2
AN09B060,4,0.7411826483434945,1.6552862187619768,2.893738202769733,3-4
AN10B005,2,1.385617691253779,3.023489431634927,2.771235382507558,1-2
AN10B008,2,0.787338955881834,0.9739869019710856,1.574677911763668,1-2
AN10B009,2,0.603025383507666,0.5716389461699556,1.206050767015332,1-2
AN10B015,4,0.9217013331932793,2.9895873935896162,3.806060032574363,3-4
AN10B017,2,1.0163655489333894,1.705944617743198,2.0327310978667787,1-2
AN10B018,2,0.6553416066223314,0.6759484361443693,1.3106832132446629,1-2
AN10B019,6,1.4816834385232123,10.384804250809642,8.882319858391583,5-8
AN10B020,6,0.8573946528146229,3.7232054823107883,5.311081915254586,5-8
AN10B021,2,1.029479934310537,1.6703711947478828,2.058959868621074,1-2
AN10B022,6,0.7974451044605715,3.0469397230940296,4.815010216277662,5-8
AN10B024,4,0.4970176842527899,0.7947856288370663,1.985674519467448,3-4
AN10B025,2,0.6330112312764131,0.629490433058254,1.2660224625528262,1-2
AN10B026,2,0.7681111525496349,0.9307482955025981,1.5362223050992698,1-2
AN10B027,6,0.5428209612652501,1.6141495173792513,3.423003590094923,5-8
AN10B029,6,0.5267926059976249,1.3226057011775874,3.1486952899886465,5-8
AN10B031,2,0.3023099422282322,0.14375230686357116,0.6046198844564644,1-2
AN10B033,7,0.2973223816394254,0.5122130210168541,2.1153233602562174,5-8
AN10B034,8,0.32936323237896903,0.6917065822809177,2.6398359567820084,5-8
AN10B035,11,0.25240547190473545,0.5981513657844099,2.8604821948864094,>8
AN10B037,14,0.22709195327786166,0.5867821665142466,3.21880043549116,>8
AN10B039,12,0.2513082125715308,0.6008194271178624,3.0033692477899465,>8
AN10B045,28,0.27941306664235466,1.7233715957794733,7.73832149089354,>8
AN10B046,13,0.24277561467209471,0.6549863205156887,3.2780001086807533,>8
AN10B047,16,0.29187515963016075,1.2217657623847549,4.937762365292731,>8
AN10B048,6,0.29346565947183506,0.4448053484670499,1.8286635683074381,5-8
AN10B053,11,0.30659576146617196,0.8341854612814801,3.406337344145619,>8
AN10B061,6,0.20560978327882157,0.20664923373490507,1.2543367340771823,5-8
AN10B062,3,0.27374942778492656,0.16865407444812908,0.8009564915712313,3-4
AN11B008,2,0.870359729735538,1.2176868202272007,1.740719459471076,1-2
AN11B012,2,0.6859139210146374,0.7481693406475116,1.3718278420292749,1-2
AN12A003,2,0.5885436924634184,0.5441227031373562,1.1770873849268368,1-2
AN12A017,2,0.45313587799112665,0.3231802610547132,0.9062717559822533,1-2
AN12B001,2,2.4421842721139213,9.417472,4.884368544227843,1-2
AN12B004,6,1.3784250844696468,8.454830965618033,7.956501549390147,5-8
AN12B005,2,0.7641290360505321,0.9172209988313499,1.5282580721010641,1-2
AN12B006,2,0.7154872867793911,0.8300280853860442,1.4309745735587822,1-2
AN12B008,4,0.5667664106349493,1.466845380427698,2.612821575996968,3-4
AN12B011,2,0.5612268075277105,0.4953498419298152,1.122453615055421,1-2
AN12B017,6,0.6778366614393173,2.7581423618395196,4.294450668851219,5-8
AN12B019,6,0.6654627208033372,2.8913052317458483,4.436957776892427,5-8
AN12B055,5,0.39187009497863484,0.5537094295528199,1.8712268735014743,5-8
AN12B060,9,0.24543624880438725,0.48016817373600645,2.3185739545828805,>8
AN12B076,3,0.4871181490239302,0.6741800161853159,1.577090597946655,3-4
AN12B080,3,0.3583925804180954,0.28247190465549676,1.0310945201714037,3-4
AN12B089,7,0.3180864711038391,0.5843177120907532,2.270096957068209,5-8
AN13B002,2,0.45591511684875097,0.3268001196966727,0.9118302336975019,1-2
AN14A003,5,0.545884242991431,1.5987700030785856,3.06068395527984,5-8
AN14B012,2,0.3161873683198827,0.1570412271324479,0.6323747366397654,1-2
AN16B078_a,2,0.548456446584585,0.47594108137031643,1.09691289316917,1-2
AN16B078_b,2,0.4357766691412152,0.29832215138127033,0.8715533382824304,1-2
AN16B078_c,6,0.6413437546132399,2.246404913974806,4.069050600105461,5-8
AN16B078_d,6,0.5720031184807907,1.5706266902599566,3.4558130471297503,5-8
AN16B081,1,0.3334984579672074,0.08735294307061403,0.3334984579672074,1-2
AN16B112,4,0.5222544867401673,0.8163074559291695,2.029981569943492,3-4
AN16B116,2,0.540980849494139,0.4600509938947449,1.081961698988278,1-2
AN17A002,2,0.9686883621138382,1.4879078434640198,1.9373767242276765,1-2
AN17A003,6,0.6534535050715671,3.1859102943739663,4.596800577357386,5-8
AN17A004,2,0.5982270496240605,0.5623258477108299,1.196454099248121,1-2
AN17A008,2,1.7049931749911797,4.569553627078653,3.4099863499823595,1-2
AN17A009,2,0.5283611627420662,0.43888537172328174,1.0567223254841325,1-2
AN17A012,4,0.8156350575288537,2.215813905587584,3.2724887025678258,3-4
AN17A013,4,0.5368366040230419,0.9718169241096839,2.206993431382015,3-4
AN17A014,6,0.5859180533433943,1.6720834557041249,3.547080409502826,5-8
AN17A015,8,0.38327555412868775,1.2398357677867298,3.472445040364012,5-8
AN17A018,6,0.534633790797749,1.5046031772101929,3.379085693132642,5-8
AN17A024,6,0.4305937819612674,1.054604275378139,2.77949186491743,5-8
AN17A026,2,0.9933983156835104,1.551128306057937,1.986796631367021,1-2
AN17A031,2,0.6387896988023178,0.6499276409956076,1.2775793976046357,1-2
AN17A047,2,0.6532200266348969,0.6848196551846752,1.3064400532697937,1-2
AN17A050,2,0.9340474183302145,1.3780994550906613,1.868094836660429,1-2
AN17A062,6,0.5242590949641877,1.225460952625379,2.99824747818559,5-8
AN17A068,2,0.7467263249914745,0.9381614951851395,1.493452649982949,1-2
AN17A073,2,0.46216272717756113,0.336921846246927,0.9243254543551223,1-2
AN17A076,2,0.5001656357621709,0.39319436186068063,1.0003312715243418,1-2
AN17B002,2,1.3891816239576764,3.0381005056731327,2.778363247915353,1-2
AN17B005,2,1.2153711734315824,2.3218007468533832,2.430742346863165,1-2
AN17B007,2,0.7159210430502193,0.8182561686854795,1.4318420861004386,1-2
AN17B008,6,0.715196523311654,2.4823761142135203,4.331110098767607,5-8
AN17B009,2,0.8839206149302234,1.2790998925997765,1.767841229860447,1-2
AN17B011,2,0.40603374310577534,0.2593260500767814,0.8120674862115507,1-2
AN17B012,2,1.10869707254743,2.059959525965839,2.21739414509486,1-2
AN17B013,4,0.6133799071435528,1.211756577696,2.481181987047602,3-4
AN17B016,2,1.0035816843651422,1.5826540865801508,2.0071633687302843,1-2
AN18B001,2,0.9009058085880656,1.2960908476091237,1.8018116171761311,1-2
AN18B002,2,0.6390143717351874,0.6558706918618789,1.2780287434703748,1-2
AN18B003,2,0.3217273056677672,0.16338753089815355,0.6434546113355344,1-2
AN18B004,2,1.23905026830382,2.4117069864994622,2.47810053660764,1-2
AN18B019,4,0.7067391319081266,1.4795375205117016,2.7250212426961755,3-4
AN18B020,2,0.4791953326996279,0.3619683797174361,0.9583906653992558,1-2
AN18B022,2,0.7238632105531728,0.8261599216393332,1.4477264211063456,1-2
AN18B023,2,0.6369945854687915,0.6380473437592382,1.273989170937583,1-2
AN18B025,2,0.6098930285968536,0.5851989430328283,1.2197860571937071,1-2
AN18B032,3,1.075301152125009,2.7732634701741867,3.254288132113535,3-4
AN18B053,6,0.6045678599515001,1.8282015208750428,3.6702417291268445,5-8
AN19A018,12,0.6469134781543373,6.483589669950378,8.942526516680145,>8
AN19A019,2,0.39227883568663924,0.24274950262918799,0.7845576713732785,1-2
AN19A038,2,1.143918654376089,2.071799502887487,2.287837308752178,1-2
AN19B001,4,0.9552587335512688,3.1932742974366697,3.9669128125379207,3-4
AN19B004,2,0.8535847042387824,1.227649815910632,1.7071694084775648,1-2
AN19B009,4,0.42714395904988267,0.5842542434307656,1.7139551573181704,3-4
AN19B010,4,0.5317317680846773,1.0463102509746973,2.2076427779951975,3-4
AN19B014,2,0.7426310956146047,0.8810662762395047,1.4852621912292094,1-2
AN19B015,2,0.6294027035319358,0.6476500689279674,1.2588054070638717,1-2
AN19B017,2,1.5756166099497855,3.908078577687196,3.151233219899571,1-2
AN19B018,2,0.5820333297576366,0.5329227762692839,1.164066659515273,1-2
AN19B019,2,1.3532025167802677,2.8968182870066195,2.7064050335605354,1-2
AN19B022,2,0.5312240933731207,0.4769692665403129,1.0624481867462414,1-2
AN19B024,2,0.4674441564116421,0.37864385764834824,0.9348883128232842,1-2
AN19B025,2,0.8094080057740578,1.0291441874297589,1.6188160115481156,1-2
AN19B028,2,0.6105780644757903,0.5863671341125676,1.2211561289515807,1-2
AN19B032,2,0.5273253747778276,0.44407972055675227,1.0546507495556552,1-2
AN19B036,4,0.9857631549236541,2.9570682348872586,3.7718797379207767,3-4
AN19B039,2,0.474375417500993,0.35712564264208263,0.948750835001986,1-2
AN19B042,2,0.7699220661226807,0.9316408871018327,1.5398441322453613,1-2
AN19B044,4,0.4450295449763737,0.6399034484488776,1.793657399807466,3-4
AN19B046,2,0.35897467163249575,0.20242746893252386,0.7179493432649915,1-2
AN19B049,2,0.7733430973575237,0.943638348218214,1.5466861947150474,1-2
AN19B051,4,0.23778689339917083,0.18407961025304123,0.9657684572735019,3-4
AN19B059,7,0.34620157594591255,0.6924290866400803,2.4755318274919724,5-8
AN19B060,4,0.30512825595519416,0.3153582898506739,1.2627268153100724,3-4
AN19B061,4,0.3355641163071967,0.3430361741845006,1.3185787088540137,3-4
AN19B063,4,0.38344650884603115,0.5233239234166834,1.62018144588297,3-4
AN19B065,6,0.35426912394092025,0.5682848858131326,2.079209517854328,5-8
AN19B076,3,0.40093344088009625,0.44730183535290674,1.2959974076635379,3-4
AN19B079,6,0.3303100515572063,0.5981104905307456,2.107835182502347,5-8
AN19B093,5,0.3450957481892628,0.49829550275562673,1.7763457769857758,5-8
AN19B098,4,0.21665430937011904,0.13631483009725381,0.8289314499029833,3-4
AN19B099,4,0.306295073228534,0.3050419078608888,1.242937096050613,3-4
AN19B100,2,0.29146580877106343,0.13346299193426064,0.5829316175421269,1-2
AN19B101,8,0.2702740569223404,0.4423060351168138,2.1090089701279067,5-8
AN19B102,2,0.27856800258116404,0.15074986797737866,0.5571360051623281,1-2
AN19B104,9,0.2621900625500486,0.48142892414073307,2.333491927246545,>8
AN19B106,2,0.21714598103384408,0.07531653526641478,0.43429196206768816,1-2
AN23B001,2,1.1305861824400765,2.008756679463106,2.261172364880153,1-2
AN23B002,2,0.7707789309698425,0.9429365416433064,1.541557861939685,1-2
AN23B003,2,0.8522733403266525,1.1490148022123403,1.704546680653305,1-2
AN23B004,2,0.7687192873146147,0.9483167957729866,1.5374385746292294,1-2
AN23B010,2,0.6624161787252467,0.6892591869532725,1.3248323574504934,1-2
AN23B026,2,0.40134238302218206,0.25305600000000006,0.8026847660443641,1-2
AN26X004,1,0.5381505122986331,0.22745600000000002,0.5381505122986331,1-2
AN27X003,2,1.133806831735936,2.031677387958966,2.267613663471872,1-2
AN27X004,2,0.6906059019941728,0.9121128956699254,1.3812118039883456,1-2
AN27X008,2,0.712895220371266,0.812858466592943,1.425790440742532,1-2
AN27X009,4,1.0912708550693078,3.4818822255455384,4.150587351914686,3-4
AN27X011,2,1.159288628524499,2.122351139376286,2.318577257048998,1-2
AN27X013,4,1.3272597465885472,5.8431000423795645,5.440329493360975,3-4
AN27X015,2,0.7643157707127108,0.9205966001739609,1.5286315414254217,1-2
AN27X016,2,0.9364982640962213,1.4118777081232168,1.8729965281924426,1-2
AN27X017,2,1.1738855997587865,2.2484838893437797,2.347771199517573,1-2
AN27X018,5,0.6462029828143697,1.541773978216481,2.955794804047406,5-8
AN27X019,1,0.2816844707557645,0.06231831346509064,0.2816844707557645,1-2
AN27X020,2,0.6226276609890566,0.6089878659592054,1.2452553219781133,1-2
AN27X021,2,0.6029308840883107,0.5717826551199516,1.2058617681766215,1-2
AN27X022,2,0.5949468146436687,0.5577694081690912,1.1898936292873374,1-2
AN27X024,2,0.17043047845954484,0.04565171730633937,0.3408609569190897,1-2
ANXXX002,2,1.3156522746930164,2.7218233621857473,2.6313045493860328,1-2
ANXXX005,2,0.1893643951676382,0.05751467205161778,0.3787287903352764,1-2
ANXXX006,2,0.7947061828532125,1.011189816385821,1.589412365706425,1-2
ANXXX007,7,0.694619581114098,3.8567154948687437,5.236016911929261,5-8
ANXXX008,1,0.2503155598323952,0.04921138347712755,0.2503155598323952,1-2
